uniqueid,fullname,gender,dob,party,stateabr,district,congress111,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,Twitter,joined111,NT
BeM-IL08,"Bean, Melissa L.",F,1/22/62,Democratic,IL,8,111,,,,1/3/09,1/3/11,-53,,,No Twitter
HaD-IL11,"Halvorson, Deborah L.",F,3/1/58,Democratic,IL,11,111,,,,1/3/09,1/3/11,-49,,,No Twitter
CoJ-IL12,"Costello, Jerry F.",M,9/25/49,Democratic,IL,12,111,,,,1/3/09,1/3/11,-40,,,No Twitter
HaJ-IL14,"Hastert, J. Dennis",M,1/2/42,Republican,IL,14,0,,,,,,,,,
MaD-IL16,"Manzullo, Donald A.",M,3/24/44,Republican,IL,16,111,,,,1/3/09,1/3/11,-35,,,No Twitter
EvL-IL17,"Evans, Lane",M,8/4/51,Democratic,IL,17,0,,,,,,,,,
HaP-IL17,"Hare, Phil",M,2/21/49,Democratic,IL,17,111,,,,1/3/09,1/3/11,-40,,,No Twitter
ScR-IL17,"Schilling, Robert T.",M,1/23/64,Republican,IL,17,0,,,,,,,,,
SoM-IN03,"Souder, Mark E.",M,7/18/50,Republican,IN,3,111,,,,1/3/09,1/3/11,-41,,,No Twitter
BuS-IN04,"Buyer, Steve",M,11/26/58,Republican,IN,4,111,,,,1/3/09,1/3/11,-49,,,No Twitter
CaJ-IN07,"Carson, Julia",F,7/8/38,Democratic,IN,7,0,,,,,,,,,
HoJ-IN08,"Hostettler, John N.",M,6/19/61,Republican,IN,8,0,,,,,,,,,
ElB-IN08,"Ellsworth, Brad",M,9/11/58,Democratic,IN,8,111,,,,1/3/09,1/3/11,-49,,,No Twitter
JeL-KS02,"Jenkins, Lynn",F,6/10/63,Republican,KS,2,111,,,,1/3/09,1/3/11,-54,,,No Twitter
WaS-KS02,"Watkins, Steve",M,9/18/76,Republican,KS,2,0,,,,,,,,,
MoD-KS03,"Moore, Dennis",M,11/8/45,Democratic,KS,3,111,,,,1/3/09,1/3/11,-36,,,No Twitter
TiT-KS04,"Tiahrt, Todd",M,6/15/51,Republican,KS,4,111,,,,1/3/09,1/3/11,-42,,,No Twitter
LeR-KY02,"Lewis, Ron",M,9/14/46,Republican,KY,2,0,,,,,,,,,
NoA-KY03,"Northup, Anne M.",F,1/22/48,Republican,KY,3,0,,,,,,,,,
ChB-KY06,"Chandler, Ben",M,9/12/59,Democratic,KY,6,111,,,,1/3/09,1/3/11,-50,,,No Twitter
JeW-LA02,"Jefferson, William J.",M,3/14/47,Democratic,LA,2,0,,,,,,,,,
CaA-LA02,"Cao, Anh Joseph",M,3/13/67,Republican,LA,2,111,,,,1/3/09,1/3/11,-58,,,No Twitter
BoC-LA03,"Boustany, Charles W., Jr.",M,2/21/56,Republican,LA,3,111,,,,1/3/09,1/3/11,-47,,,No Twitter
McJ-LA04,"McCrery, Jim",M,9/18/49,Republican,LA,4,111,,,,1/3/09,1/3/11,-40,,,No Twitter
AlR-LA05,"Alexander, Rodney",M,12/5/46,Republican,LA,5,111,,,,1/3/09,1/3/11,-37,,,No Twitter
BaR-LA06,"Baker, Richard H.",M,5/22/48,Republican,LA,6,0,,,,,,,,,
OlJ-MA01,"Olver, John W.",M,9/3/36,Democratic,MA,1,111,,,,1/3/09,1/3/11,-27,,,No Twitter
TsN-MA03,"Tsongas, Niki",F,4/26/46,Democratic,MA,3,111,,,,1/3/09,1/3/11,-37,,,No Twitter
DeB-MA10,"Delahunt, Bill",M,7/18/41,Democratic,MA,10,111,,,,1/3/09,1/3/11,-32,,,No Twitter
GiW-MD01,"Gilchrest, Wayne T.",M,4/15/46,Republican,MD,1,0,,,,,,,,,
KrF-MD01,"Kratovil, Frank, Jr.",M,5/29/68,Democratic,MD,1,111,,,,1/3/09,1/3/11,-59,,,No Twitter
WyA-MD04,"Wynn, Albert Russell",M,9/10/51,Democratic,MD,4,0,,,,,,,,,
HoS-MD05,"Hoyer, Steny H.",M,6/14/39,Democratic,MD,5,111,,,,1/3/09,1/3/11,-30,,,No Twitter
AlT-ME01,"Allen, Thomas H.",M,4/16/45,Democratic,ME,1,0,,,,,,,,,
StB-MI01,"Stupak, Bart",M,2/29/52,Democratic,MI,1,111,,,,1/3/09,1/3/11,-43,,,No Twitter
HoP-MI02,"Hoekstra, Peter",M,10/30/53,Republican,MI,2,111,,,,1/3/09,1/3/11,-44,,,No Twitter
EhV-MI03,"Ehlers, Vernon J.",M,2/6/34,Republican,MI,3,111,,,,1/3/09,1/3/11,-25,,,No Twitter
CaD-MI04,"Camp, Dave",M,7/9/53,Republican,MI,4,111,,,,1/3/09,1/3/11,-44,,,No Twitter
KiD-MI05,"Kildee, Dale E.",M,9/16/29,Democratic,MI,5,111,,,,1/3/09,1/3/11,-20,,,No Twitter
ScJ-MI07,"Schwarz, John J.H. Joe",M,11/15/37,Republican,MI,7,0,,,,,,,,,
ScM-MI07,"Schauer, Mark H.",M,10/2/61,Democratic,MI,7,111,,,,1/3/09,1/3/11,-52,,,No Twitter
KnJ-MI09,"Knollenberg, Joe",M,11/28/33,Republican,MI,9,0,,,,,,,,,
McT-MI11,"McCotter, Thaddeus G.",M,8/22/65,Republican,MI,11,111,,,,1/3/09,1/3/11,-56,,,No Twitter
CuD-MI11,"Curson, David Alan",M,11/4/48,Democratic,MI,11,0,,,,,,,,,
KiC-MI13,"Kilpatrick, Carolyn C.",F,6/25/45,Democratic,MI,13,111,,,,1/3/09,1/3/11,-36,,,No Twitter
RaJ-MN03,"Ramstad, Jim",M,5/6/46,Republican,MN,3,0,,,,,,,,,
SaM-MN05,"Sabo, Martin Olav",M,2/28/38,Democratic,MN,5,0,,,,,,,,,
KeM-MN06,"Kennedy, Mark R.",M,4/11/57,Republican,MN,6,0,,,,,,,,,
CrC-MN08,"Cravaack, Chip",M,12/29/59,Republican,MN,8,0,,,,,,,,,
CaR-MO03,"Carnahan, Russ",M,7/10/58,Democratic,MO,3,111,,,,1/3/09,1/3/11,-49,,,No Twitter
EmJ-MO08,"Emerson, Jo Ann",F,9/16/50,Republican,MO,8,111,,,,1/3/09,1/3/11,-41,,,No Twitter
HuK-MO09,"Hulshof, Kenny C.",M,5/22/58,Republican,MO,9,0,,,,,,,,,
PiC-MS03,"Pickering, Charles W. Chip",M,8/10/63,Republican,MS,3,0,,,,,,,,,
ReD-MT00,"Rehberg, Denny",M,10/5/55,Republican,MT,0,111,,,,1/3/09,1/3/11,-46,,,No Twitter
DaS-MT00,"Daines, Steve",M,8/20/62,Republican,MT,0,0,,,,,,,,,
KiL-NC08,"Kissell, Larry",M,1/31/51,Democratic,NC,8,111,,,,1/3/09,1/3/11,-42,,,No Twitter
MyS-NC09,"Myrick, Sue Wilkins",F,8/1/41,Republican,NC,9,111,,,,1/3/09,1/3/11,-32,,,No Twitter
TaC-NC11,"Taylor, Charles H.",M,1/23/41,Republican,NC,11,0,,,,,,,,,
WaM-NC12,"Watt, Melvin L.",M,8/26/45,Democratic,NC,12,111,,,,1/3/09,1/3/11,-36,,,No Twitter
MiB-NC13,"Miller, Brad",M,5/19/53,Democratic,NC,13,111,,,,1/3/09,1/3/11,-44,,,No Twitter
PoE-ND00,"Pomeroy, Earl",M,9/2/52,Democratic,ND,0,111,,,,1/3/09,1/3/11,-43,,,No Twitter
BeR-ND00,"Berg, Rick",M,8/16/59,Republican,ND,0,0,,,,,,,,,
OsT-NE03,"Osborne, Tom",M,2/23/37,Republican,NE,3,0,,,,,,,,,
AnR-NJ01,"Andrews, Robert E.",M,8/4/57,Democratic,NJ,1,111,,,,1/3/09,1/3/11,-48,,,No Twitter
AdJ-NJ03,"Adler, John H.",M,8/23/59,Democratic,NJ,3,111,,,,1/3/09,1/3/11,-50,,,No Twitter
SmC-NJ04,"Smith, Christopher H.",M,3/4/53,Republican,NJ,4,111,,,,1/3/09,1/3/11,-44,,,No Twitter
FeM-NJ07,"Ferguson, Mike",M,6/22/70,Republican,NJ,7,0,,,,,,,,,
PaSrD-NJ10,"Payne, Donald M.",M,7/16/34,Democratic,NJ,10,111,,,,1/3/09,1/3/11,-25,,,No Twitter
FrR-NJ11,"Frelinghuysen, Rodney P.",M,4/29/46,Republican,NJ,11,111,,,,1/3/09,1/3/11,-37,,,No Twitter
GiJ-NV02,"Gibbons, Jim",M,12/16/44,Republican,NV,2,0,,,,,,,,,
HeJ-NV03,"Heck, Joseph J.",M,10/30/61,Republican,NV,3,0,,,,,,,,,
WeA-NY09,"Weiner, Anthony D.",M,9/4/64,Democratic,NY,9,111,,,,1/3/09,1/3/11,-55,,,No Twitter
OwM-NY11,"Owens, Major R.",M,6/28/36,Democratic,NY,11,0,,,,,,,,,
FoV-NY13,"Fossella, Vito",M,3/9/65,Republican,NY,13,0,,,,,,,,,
KeS-NY19,"Kelly, Sue W.",F,9/26/36,Republican,NY,19,0,,,,,,,,,
HaJ-NY19,"Hall, John J.",M,7/23/48,Democratic,NY,19,111,,,,1/3/09,1/3/11,-39,,,No Twitter
SwJ-NY20,"Sweeney, John E.",M,8/9/55,Republican,NY,20,0,,,,,,,,,
MuS-NY20,"Murphy, Scott",M,1/26/70,Democratic,NY,20,111,,,,1/3/09,1/3/11,38,,,No Twitter
McM-NY21,"McNulty, Michael R.",M,9/16/47,Democratic,NY,21,0,,,,,,,,,
McJ-NY23,"McHugh, John M.",M,9/29/48,Republican,NY,23,0,,,,,,,,,
BoS-NY24,"Boehlert, Sherwood",M,9/28/36,Republican,NY,24,0,,,,,,,,,
ArM-NY24,"Arcuri, Michael A.",M,6/11/59,Democratic,NY,24,111,,,,1/3/09,1/3/11,-50,,,No Twitter
WaJ-NY25,"Walsh, James T.",M,6/19/47,Republican,NY,25,0,,,,,,,,,
ReT-NY26,"Reynolds, Thomas M.",M,9/3/50,Republican,NY,26,0,,,,,,,,,
LeC-NY26,"Lee, Christopher J.",M,4/1/64,Republican,NY,26,111,,,,1/3/09,1/3/11,-55,,,No Twitter
CoC-NY27,"Collins, Chris",M,5/20/50,Republican,NY,27,0,,,,,,,,,
KuJ-NY29,"Kuhl, John R. Randy, Jr.",M,4/19/43,Republican,NY,29,0,,,,,,,,,
MaE-NY29,"Massa, Eric J. J.",M,9/16/59,Democratic,NY,29,111,,,,1/3/09,1/3/11,-50,,,No Twitter
DrS-OH01,"Driehaus, Steve",M,6/24/66,Democratic,OH,1,111,,,,1/3/09,1/3/11,-57,,,No Twitter
ScJ-OH02,"Schmidt, Jean",F,11/29/51,Republican,OH,2,111,,,,1/3/09,1/3/11,-42,,,No Twitter
OxM-OH04,"Oxley, Michael G.",M,2/11/44,Republican,OH,4,0,,,,,,,,,
GiP-OH05,"Gillmor, Paul E.",M,2/1/39,Republican,OH,5,0,,,,,,,,,
WiC-OH06,"Wilson, Charles A.",M,1/18/43,Democratic,OH,6,111,,,,1/3/09,1/3/11,-34,,,No Twitter
HoD-OH07,"Hobson, David L.",M,11/17/36,Republican,OH,7,0,,,,,,,,,
AuS-OH07,"Austria, Steve",M,10/12/58,Republican,OH,7,111,,,,1/3/09,1/3/11,-49,,,No Twitter
GiB-OH07,"Gibbs, Bob",M,6/14/54,Republican,OH,7,0,,,,,,,,,
JoS-OH11,"Jones, Stephanie Tubbs",F,9/10/49,Democratic,OH,11,0,,,,,,,,,
PrD-OH15,"Pryce, Deborah",F,7/29/51,Republican,OH,15,0,,,,,,,,,
ReR-OH16,"Regula, Ralph",M,12/3/24,Republican,OH,16,0,,,,,,,,,
GoA-OH16,"Gonzalez, Anthony",M,9/18/84,Republican,OH,16,0,,,,,,,,,
HoD-OR05,"Hooley, Darlene",F,4/4/39,Democratic,OR,5,0,,,,,,,,,
EnP-PA03,"English, Phil",M,6/20/56,Republican,PA,3,0,,,,,,,,,
PeJ-PA05,"Peterson, John E.",M,12/25/38,Republican,PA,5,0,,,,,,,,,
WeC-PA07,"Weldon, Curt",M,7/22/47,Republican,PA,7,0,,,,,,,,,
ShD-PA10,"Sherwood, Don",M,3/5/41,Republican,PA,10,0,,,,,,,,,
MuJ-PA12,"Murtha, John P.",M,6/17/32,Democratic,PA,12,111,,,,1/3/09,1/3/11,-23,,,No Twitter
MuT-PA18,"Murphy, Tim",M,9/11/52,Republican,PA,18,111,,,,1/3/09,1/3/11,-43,,,No Twitter
PlT-PA19,"Platts, Todd Russell",M,3/5/62,Republican,PA,19,111,,,,1/3/09,1/3/11,-53,,,No Twitter
BrH-SC01,"Brown, Henry E., Jr.",M,12/20/35,Republican,SC,1,111,,,,1/3/09,1/3/11,-26,,,No Twitter
SpJ-SC05,"Spratt, John M., Jr.",M,11/1/42,Democratic,SC,5,111,,,,1/3/09,1/3/11,-33,,,No Twitter
ClJ-SC06,"Clyburn, James E.",M,7/21/40,Democratic,SC,6,111,,,,1/3/09,1/3/11,-31,,,No Twitter
RiT-SC07,"Rice, Tom",M,8/4/57,Republican,SC,7,0,,,,,,,,,
JeW-TN01,"Jenkins, William L.",M,11/29/36,Republican,TN,1,0,,,,,,,,,
DaD-TN01,"Davis, David",M,11/6/59,Republican,TN,1,0,,,,,,,,,
DaL-TN04,"Davis, Lincoln",M,9/13/43,Democratic,TN,4,111,,,,1/3/09,1/3/11,-34,,,No Twitter
GoB-TN06,"Gordon, Bart",M,1/24/49,Democratic,TN,6,111,,,,1/3/09,1/3/11,-40,,,No Twitter
TaJ-TN08,"Tanner, John S.",M,9/22/44,Democratic,TN,8,111,,,,1/3/09,1/3/11,-35,,,No Twitter
FlB-TX17,"Flores, Bill",M,2/25/54,Republican,TX,17,0,,,,,,,,,
BoH-TX23,"Bonilla, Henry",M,1/2/54,Republican,TX,23,0,,,,,,,,,
OrS-TX27,"Ortiz, Solomon P.",M,6/3/37,Democratic,TX,27,111,,,,1/3/09,1/3/11,-28,,,No Twitter
GrG-TX29,"Green, Gene",M,10/17/47,Democratic,TX,29,111,,,,1/3/09,1/3/11,-38,,,No Twitter
DaJ-VA01,"Davis, Jo Ann",F,6/29/50,Republican,VA,1,0,,,,,,,,,
DrT-VA02,"Drake, Thelma D.",F,11/20/49,Republican,VA,2,0,,,,,,,,,
DaT-VA11,"Davis, Tom",M,1/5/49,Republican,VA,11,0,,,,,,,,,
BaB-WA03,"Baird, Brian",M,3/7/56,Democratic,WA,3,111,,,,1/3/09,1/3/11,-47,,,No Twitter
DiN-WA06,"Dicks, Norman D.",M,12/16/40,Democratic,WA,6,111,,,,1/3/09,1/3/11,-31,,,No Twitter
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,6/14/43,Republican,WI,5,111,,,,1/3/09,1/3/11,-34,,,No Twitter
PeT-WI06,"Petri, Thomas E.",M,5/28/40,Republican,WI,6,111,,,,1/3/09,1/3/11,-31,,,No Twitter
ObD-WI07,"Obey, David R.",M,10/3/38,Democratic,WI,7,111,,,,1/3/09,1/3/11,-29,,,No Twitter
MoA-WV01,"Mollohan, Alan B.",M,5/14/43,Democratic,WV,1,111,,,,1/3/09,1/3/11,-34,,,No Twitter
CuB-WY00,"Cubin, Barbara",F,11/30/46,Republican,WY,0,0,,,,,,,,,
FaE-AS00,"Faleomavaega, Eni F. H.",M,8/15/43,Democratic,AS,0,111,,,,1/3/09,1/3/11,-34,,,No Twitter
BoM-GU00,"Bordallo, Madeleine Z.",F,5/31/33,Democratic,GU,0,111,,,,1/3/09,1/3/11,-24,,,No Twitter
