uniqueid,fullname,gender,dob,party,stateabr,district,congress118,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,twitterever,joined118,NT
MuM-CO04,"Musgrave, Marilyn N.",F,1/27/49,Republican,CO,4,0,,,,,,,,,
HeJ-CO05,"Hefley, Joel",M,4/18/35,Republican,CO,5,0,,,,,,,,,
BeB-CO07,"Beauprez, Bob",M,9/22/48,Republican,CO,7,0,,,,,,,,,
JoN-CT05,"Johnson, Nancy L.",F,1/5/35,Republican,CT,5,0,,,,,,,,,
CaM-DE00,"Castle, Michael N.",M,7/2/39,Republican,DE,0,0,,,,,,,,,
MiJ-FL01,"Miller, Jeff",M,6/27/59,Republican,FL,1,0,,,,,,,,,
BoA-FL02,"Boyd, Allen",M,6/6/45,Democratic,FL,2,0,,,,,,,,,
MiJ-FL07,"Mica, John L.",M,1/27/43,Republican,FL,7,0,,,,,,,,,
BiM-FL09,"Bilirakis, Michael",M,7/16/30,Republican,FL,9,0,,,,,,,,,
DaJ-FL11,"Davis, Jim",M,11/11/57,Democratic,FL,11,0,,,,,,,,,
YoC-FL13,"Young, C. W. Bill",M,12/16/30,Republican,FL,13,0,,,,,,,,,
HaK-FL13,"Harris, Katherine",F,4/5/57,Republican,FL,13,0,,,,,,,,,
FoM-FL16,"Foley, Mark",M,9/8/54,Republican,FL,16,0,,,,,,,,,
WeR-FL19,"Wexler, Robert",M,1/2/61,Democratic,FL,19,0,,,,,,,,,
ShE-FL22,"Shaw, E. Clay, Jr.",M,4/19/39,Republican,FL,22,0,,,,,,,,,
FeT-FL24,"Feeney, Tom",M,5/21/58,Republican,FL,24,0,,,,,,,,,
HaK-GA06,"Handel, Karen C.",F,4/18/62,Republican,GA,6,0,,,,,,,,,
MaJ-GA08,"Marshall, Jim",M,3/31/48,Democratic,GA,8,0,,,,,,,,,
NoC-GA10,"Norwood, Charles W.",M,7/27/41,Republican,GA,10,0,,,,,,,,,
BrB-IA01,"Braley, Bruce L.",M,10/30/57,Democratic,IA,1,0,,,,,,,,,
LeJ-IA02,"Leach, James A.",M,10/15/42,Republican,IA,2,0,,,,,,,,,
SaB-ID01,"Sali, Bill",M,2/17/54,Republican,ID,1,0,,,,,,,,,
MiW-ID01,"Minnick, Walter",M,9/20/42,Democratic,ID,1,0,,,,,,,,,
JaJ-IL02,"Jackson, Jesse L., Jr.",M,3/11/65,Democratic,IL,2,0,,,,,,,,,
HyH-IL06,"Hyde, Henry J.",M,4/18/24,Republican,IL,6,0,,,,,,,,,
BeM-IL08,"Bean, Melissa L.",F,1/22/62,Democratic,IL,8,0,,,,,,,,,
HaD-IL11,"Halvorson, Deborah L.",F,3/1/58,Democratic,IL,11,0,,,,,,,,,
CoJ-IL12,"Costello, Jerry F.",M,9/25/49,Democratic,IL,12,0,,,,,,,,,
HaJ-IL14,"Hastert, J. Dennis",M,1/2/42,Republican,IL,14,0,,,,,,,,,
MaD-IL16,"Manzullo, Donald A.",M,3/24/44,Republican,IL,16,0,,,,,,,,,
EvL-IL17,"Evans, Lane",M,8/4/51,Democratic,IL,17,0,,,,,,,,,
HaP-IL17,"Hare, Phil",M,2/21/49,Democratic,IL,17,0,,,,,,,,,
ScR-IL17,"Schilling, Robert T.",M,1/23/64,Republican,IL,17,0,,,,,,,,,
SoM-IN03,"Souder, Mark E.",M,7/18/50,Republican,IN,3,0,,,,,,,,,
BuS-IN04,"Buyer, Steve",M,11/26/58,Republican,IN,4,0,,,,,,,,,
CaJ-IN07,"Carson, Julia",F,7/8/38,Democratic,IN,7,0,,,,,,,,,
HoJ-IN08,"Hostettler, John N.",M,6/19/61,Republican,IN,8,0,,,,,,,,,
ElB-IN08,"Ellsworth, Brad",M,9/11/58,Democratic,IN,8,0,,,,,,,,,
JeL-KS02,"Jenkins, Lynn",F,6/10/63,Republican,KS,2,0,,,,,,,,,
WaS-KS02,"Watkins, Steve",M,9/18/76,Republican,KS,2,0,,,,,,,,,
MoD-KS03,"Moore, Dennis",M,11/8/45,Democratic,KS,3,0,,,,,,,,,
TiT-KS04,"Tiahrt, Todd",M,6/15/51,Republican,KS,4,0,,,,,,,,,
LeR-KY02,"Lewis, Ron",M,9/14/46,Republican,KY,2,0,,,,,,,,,
NoA-KY03,"Northup, Anne M.",F,1/22/48,Republican,KY,3,0,,,,,,,,,
ChB-KY06,"Chandler, Ben",M,9/12/59,Democratic,KY,6,0,,,,,,,,,
JeW-LA02,"Jefferson, William J.",M,3/14/47,Democratic,LA,2,0,,,,,,,,,
CaA-LA02,"Cao, Anh Joseph",M,3/13/67,Republican,LA,2,0,,,,,,,,,
BoC-LA03,"Boustany, Charles W., Jr.",M,2/21/56,Republican,LA,3,0,,,,,,,,,
McJ-LA04,"McCrery, Jim",M,9/18/49,Republican,LA,4,0,,,,,,,,,
AlR-LA05,"Alexander, Rodney",M,12/5/46,Republican,LA,5,0,,,,,,,,,
BaR-LA06,"Baker, Richard H.",M,5/22/48,Republican,LA,6,0,,,,,,,,,
OlJ-MA01,"Olver, John W.",M,9/3/36,Democratic,MA,1,0,,,,,,,,,
TsN-MA03,"Tsongas, Niki",F,4/26/46,Democratic,MA,3,0,,,,,,,,,
DeB-MA10,"Delahunt, Bill",M,7/18/41,Democratic,MA,10,0,,,,,,,,,
GiW-MD01,"Gilchrest, Wayne T.",M,4/15/46,Republican,MD,1,0,,,,,,,,,
KrF-MD01,"Kratovil, Frank, Jr.",M,5/29/68,Democratic,MD,1,0,,,,,,,,,
WyA-MD04,"Wynn, Albert Russell",M,9/10/51,Democratic,MD,4,0,,,,,,,,,
HoS-MD05,"Hoyer, Steny H.",M,6/14/39,Democratic,MD,5,118,,,,1/3/23,1/3/25,-16,,,No Twitter
AlT-ME01,"Allen, Thomas H.",M,4/16/45,Democratic,ME,1,0,,,,,,,,,
StB-MI01,"Stupak, Bart",M,2/29/52,Democratic,MI,1,0,,,,,,,,,
HoP-MI02,"Hoekstra, Peter",M,10/30/53,Republican,MI,2,0,,,,,,,,,
EhV-MI03,"Ehlers, Vernon J.",M,2/6/34,Republican,MI,3,0,,,,,,,,,
CaD-MI04,"Camp, Dave",M,7/9/53,Republican,MI,4,0,,,,,,,,,
KiD-MI05,"Kildee, Dale E.",M,9/16/29,Democratic,MI,5,0,,,,,,,,,
ScJ-MI07,"Schwarz, John J.H. Joe",M,11/15/37,Republican,MI,7,0,,,,,,,,,
ScM-MI07,"Schauer, Mark H.",M,10/2/61,Democratic,MI,7,0,,,,,,,,,
KnJ-MI09,"Knollenberg, Joe",M,11/28/33,Republican,MI,9,0,,,,,,,,,
McT-MI11,"McCotter, Thaddeus G.",M,8/22/65,Republican,MI,11,0,,,,,,,,,
CuD-MI11,"Curson, David Alan",M,11/4/48,Democratic,MI,11,0,,,,,,,,,
KiC-MI13,"Kilpatrick, Carolyn C.",F,6/25/45,Democratic,MI,13,0,,,,,,,,,
RaJ-MN03,"Ramstad, Jim",M,5/6/46,Republican,MN,3,0,,,,,,,,,
SaM-MN05,"Sabo, Martin Olav",M,2/28/38,Democratic,MN,5,0,,,,,,,,,
KeM-MN06,"Kennedy, Mark R.",M,4/11/57,Republican,MN,6,0,,,,,,,,,
CrC-MN08,"Cravaack, Chip",M,12/29/59,Republican,MN,8,0,,,,,,,,,
CaR-MO03,"Carnahan, Russ",M,7/10/58,Democratic,MO,3,0,,,,,,,,,
EmJ-MO08,"Emerson, Jo Ann",F,9/16/50,Republican,MO,8,0,,,,,,,,,
HuK-MO09,"Hulshof, Kenny C.",M,5/22/58,Republican,MO,9,0,,,,,,,,,
PiC-MS03,"Pickering, Charles W. Chip",M,8/10/63,Republican,MS,3,0,,,,,,,,,
ReD-MT00,"Rehberg, Denny",M,10/5/55,Republican,MT,0,0,,,,,,,,,
DaS-MT00,"Daines, Steve",M,8/20/62,Republican,MT,0,0,,,,,,,,,
KiL-NC08,"Kissell, Larry",M,1/31/51,Democratic,NC,8,0,,,,,,,,,
MyS-NC09,"Myrick, Sue Wilkins",F,8/1/41,Republican,NC,9,0,,,,,,,,,
TaC-NC11,"Taylor, Charles H.",M,1/23/41,Republican,NC,11,0,,,,,,,,,
WaM-NC12,"Watt, Melvin L.",M,8/26/45,Democratic,NC,12,0,,,,,,,,,
MiB-NC13,"Miller, Brad",M,5/19/53,Democratic,NC,13,0,,,,,,,,,
PoE-ND00,"Pomeroy, Earl",M,9/2/52,Democratic,ND,0,0,,,,,,,,,
BeR-ND00,"Berg, Rick",M,8/16/59,Republican,ND,0,0,,,,,,,,,
OsT-NE03,"Osborne, Tom",M,2/23/37,Republican,NE,3,0,,,,,,,,,
AnR-NJ01,"Andrews, Robert E.",M,8/4/57,Democratic,NJ,1,0,,,,,,,,,
AdJ-NJ03,"Adler, John H.",M,8/23/59,Democratic,NJ,3,0,,,,,,,,,
SmC-NJ04,"Smith, Christopher H.",M,3/4/53,Republican,NJ,4,118,,,,1/3/23,1/3/25,-30,,,No Twitter
FeM-NJ07,"Ferguson, Mike",M,6/22/70,Republican,NJ,7,0,,,,,,,,,
PaSrD-NJ10,"Payne, Donald M.",M,7/16/34,Democratic,NJ,10,0,,,,,,,,,
FrR-NJ11,"Frelinghuysen, Rodney P.",M,4/29/46,Republican,NJ,11,0,,,,,,,,,
GiJ-NV02,"Gibbons, Jim",M,12/16/44,Republican,NV,2,0,,,,,,,,,
HeJ-NV03,"Heck, Joseph J.",M,10/30/61,Republican,NV,3,0,,,,,,,,,
WeA-NY09,"Weiner, Anthony D.",M,9/4/64,Democratic,NY,9,0,,,,,,,,,
OwM-NY11,"Owens, Major R.",M,6/28/36,Democratic,NY,11,0,,,,,,,,,
FoV-NY13,"Fossella, Vito",M,3/9/65,Republican,NY,13,0,,,,,,,,,
KeS-NY19,"Kelly, Sue W.",F,9/26/36,Republican,NY,19,0,,,,,,,,,
HaJ-NY19,"Hall, John J.",M,7/23/48,Democratic,NY,19,0,,,,,,,,,
SwJ-NY20,"Sweeney, John E.",M,8/9/55,Republican,NY,20,0,,,,,,,,,
MuS-NY20,"Murphy, Scott",M,1/26/70,Democratic,NY,20,0,,,,,,,,,
McM-NY21,"McNulty, Michael R.",M,9/16/47,Democratic,NY,21,0,,,,,,,,,
McJ-NY23,"McHugh, John M.",M,9/29/48,Republican,NY,23,0,,,,,,,,,
BoS-NY24,"Boehlert, Sherwood",M,9/28/36,Republican,NY,24,0,,,,,,,,,
ArM-NY24,"Arcuri, Michael A.",M,6/11/59,Democratic,NY,24,0,,,,,,,,,
WaJ-NY25,"Walsh, James T.",M,6/19/47,Republican,NY,25,0,,,,,,,,,
ReT-NY26,"Reynolds, Thomas M.",M,9/3/50,Republican,NY,26,0,,,,,,,,,
LeC-NY26,"Lee, Christopher J.",M,4/1/64,Republican,NY,26,0,,,,,,,,,
CoC-NY27,"Collins, Chris",M,5/20/50,Republican,NY,27,0,,,,,,,,,
KuJ-NY29,"Kuhl, John R. Randy, Jr.",M,4/19/43,Republican,NY,29,0,,,,,,,,,
MaE-NY29,"Massa, Eric J. J.",M,9/16/59,Democratic,NY,29,0,,,,,,,,,
DrS-OH01,"Driehaus, Steve",M,6/24/66,Democratic,OH,1,0,,,,,,,,,
ScJ-OH02,"Schmidt, Jean",F,11/29/51,Republican,OH,2,0,,,,,,,,,
OxM-OH04,"Oxley, Michael G.",M,2/11/44,Republican,OH,4,0,,,,,,,,,
GiP-OH05,"Gillmor, Paul E.",M,2/1/39,Republican,OH,5,0,,,,,,,,,
WiC-OH06,"Wilson, Charles A.",M,1/18/43,Democratic,OH,6,0,,,,,,,,,
HoD-OH07,"Hobson, David L.",M,11/17/36,Republican,OH,7,0,,,,,,,,,
AuS-OH07,"Austria, Steve",M,10/12/58,Republican,OH,7,0,,,,,,,,,
GiB-OH07,"Gibbs, Bob",M,6/14/54,Republican,OH,7,0,,,,,,,,,
JoS-OH11,"Jones, Stephanie Tubbs",F,9/10/49,Democratic,OH,11,0,,,,,,,,,
PrD-OH15,"Pryce, Deborah",F,7/29/51,Republican,OH,15,0,,,,,,,,,
ReR-OH16,"Regula, Ralph",M,12/3/24,Republican,OH,16,0,,,,,,,,,
GoA-OH16,"Gonzalez, Anthony",M,9/18/84,Republican,OH,16,0,,,,,,,,,
HoD-OR05,"Hooley, Darlene",F,4/4/39,Democratic,OR,5,0,,,,,,,,,
EnP-PA03,"English, Phil",M,6/20/56,Republican,PA,3,0,,,,,,,,,
PeJ-PA05,"Peterson, John E.",M,12/25/38,Republican,PA,5,0,,,,,,,,,
WeC-PA07,"Weldon, Curt",M,7/22/47,Republican,PA,7,0,,,,,,,,,
ShD-PA10,"Sherwood, Don",M,3/5/41,Republican,PA,10,0,,,,,,,,,
MuJ-PA12,"Murtha, John P.",M,6/17/32,Democratic,PA,12,0,,,,,,,,,
MuT-PA18,"Murphy, Tim",M,9/11/52,Republican,PA,18,0,,,,,,,,,
PlT-PA19,"Platts, Todd Russell",M,3/5/62,Republican,PA,19,0,,,,,,,,,
BrH-SC01,"Brown, Henry E., Jr.",M,12/20/35,Republican,SC,1,0,,,,,,,,,
SpJ-SC05,"Spratt, John M., Jr.",M,11/1/42,Democratic,SC,5,0,,,,,,,,,
ClJ-SC06,"Clyburn, James E.",M,7/21/40,Democratic,SC,6,118,,,,1/3/23,1/3/25,-17,,,No Twitter
RiT-SC07,"Rice, Tom",M,8/4/57,Republican,SC,7,0,,,,,,,,,
JeW-TN01,"Jenkins, William L.",M,11/29/36,Republican,TN,1,0,,,,,,,,,
DaD-TN01,"Davis, David",M,11/6/59,Republican,TN,1,0,,,,,,,,,
DaL-TN04,"Davis, Lincoln",M,9/13/43,Democratic,TN,4,0,,,,,,,,,
GoB-TN06,"Gordon, Bart",M,1/24/49,Democratic,TN,6,0,,,,,,,,,
TaJ-TN08,"Tanner, John S.",M,9/22/44,Democratic,TN,8,0,,,,,,,,,
FlB-TX17,"Flores, Bill",M,2/25/54,Republican,TX,17,0,,,,,,,,,
BoH-TX23,"Bonilla, Henry",M,1/2/54,Republican,TX,23,0,,,,,,,,,
OrS-TX27,"Ortiz, Solomon P.",M,6/3/37,Democratic,TX,27,0,,,,,,,,,
GrG-TX29,"Green, Gene",M,10/17/47,Democratic,TX,29,0,,,,,,,,,
DaJ-VA01,"Davis, Jo Ann",F,6/29/50,Republican,VA,1,0,,,,,,,,,
DrT-VA02,"Drake, Thelma D.",F,11/20/49,Republican,VA,2,0,,,,,,,,,
DaT-VA11,"Davis, Tom",M,1/5/49,Republican,VA,11,0,,,,,,,,,
BaB-WA03,"Baird, Brian",M,3/7/56,Democratic,WA,3,0,,,,,,,,,
DiN-WA06,"Dicks, Norman D.",M,12/16/40,Democratic,WA,6,0,,,,,,,,,
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,6/14/43,Republican,WI,5,0,,,,,,,,,
PeT-WI06,"Petri, Thomas E.",M,5/28/40,Republican,WI,6,0,,,,,,,,,
ObD-WI07,"Obey, David R.",M,10/3/38,Democratic,WI,7,0,,,,,,,,,
MoA-WV01,"Mollohan, Alan B.",M,5/14/43,Democratic,WV,1,0,,,,,,,,,
CuB-WY00,"Cubin, Barbara",F,11/30/46,Republican,WY,0,0,,,,,,,,,
FaE-AS00,"Faleomavaega, Eni F. H.",M,8/15/43,Democratic,AS,0,0,,,,,,,,,
BoM-GU00,"Bordallo, Madeleine Z.",F,5/31/33,Democratic,GU,0,0,,,,,,,,,
