uniqueid,fullname,gender,dob,party,stateabr,district,congress110,twitterhandle,joinedon,yearjoined,sessionstartedon,sessionendedon,agewhensessionstarted,twitter,NT,joined110
HoJ-IN08,"Hostettler, John N.",M,6/19/61,Republican,IN,8,0,,,,,,,,,0
ElB-IN08,"Ellsworth, Brad",M,9/11/58,Democratic,IN,8,110,,,,1/3/07,1/3/09,-51,,No Twitter,0
JeL-KS02,"Jenkins, Lynn",F,6/10/63,Republican,KS,2,0,,,,,,,,,0
WaS-KS02,"Watkins, Steve",M,9/18/76,Republican,KS,2,0,,,,,,,,,0
MoD-KS03,"Moore, Dennis",M,11/8/45,Democratic,KS,3,110,,,,1/3/07,1/3/09,-38,,No Twitter,0
TiT-KS04,"Tiahrt, Todd",M,6/15/51,Republican,KS,4,110,,,,1/3/07,1/3/09,-44,,No Twitter,0
LeR-KY02,"Lewis, Ron",M,9/14/46,Republican,KY,2,110,,,,1/3/07,1/3/09,-39,,No Twitter,0
NoA-KY03,"Northup, Anne M.",F,1/22/48,Republican,KY,3,0,,,,,,,,,0
ChB-KY06,"Chandler, Ben",M,9/12/59,Democratic,KY,6,110,,,,1/3/07,1/3/09,-52,,No Twitter,0
JeW-LA02,"Jefferson, William J.",M,3/14/47,Democratic,LA,2,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
CaA-LA02,"Cao, Anh Joseph",M,3/13/67,Republican,LA,2,0,,,,,,,,,0
BoC-LA03,"Boustany, Charles W., Jr.",M,2/21/56,Republican,LA,3,110,,,,1/3/07,1/3/09,-49,,No Twitter,0
McJ-LA04,"McCrery, Jim",M,9/18/49,Republican,LA,4,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
AlR-LA05,"Alexander, Rodney",M,12/5/46,Republican,LA,5,110,,,,1/3/07,1/3/09,-39,,No Twitter,0
BaR-LA06,"Baker, Richard H.",M,5/22/48,Republican,LA,6,110,,,,1/3/07,1/3/09,-41,,No Twitter,0
OlJ-MA01,"Olver, John W.",M,9/3/36,Democratic,MA,1,110,,,,1/3/07,1/3/09,-29,,No Twitter,0
TsN-MA03,"Tsongas, Niki",F,4/26/46,Democratic,MA,3,110,,,,1/3/07,1/3/09,-39,,No Twitter,0
DeB-MA10,"Delahunt, Bill",M,7/18/41,Democratic,MA,10,110,,,,1/3/07,1/3/09,-34,,No Twitter,0
GiW-MD01,"Gilchrest, Wayne T.",M,4/15/46,Republican,MD,1,110,,,,1/3/07,1/3/09,-39,,No Twitter,0
KrF-MD01,"Kratovil, Frank, Jr.",M,5/29/68,Democratic,MD,1,0,,,,,,,,,0
WyA-MD04,"Wynn, Albert Russell",M,9/10/51,Democratic,MD,4,110,,,,1/3/07,1/3/09,-44,,No Twitter,0
HoS-MD05,"Hoyer, Steny H.",M,6/14/39,Democratic,MD,5,110,,,,1/3/07,1/3/09,-32,,No Twitter,0
AlT-ME01,"Allen, Thomas H.",M,4/16/45,Democratic,ME,1,110,,,,1/3/07,1/3/09,-38,,No Twitter,0
StB-MI01,"Stupak, Bart",M,2/29/52,Democratic,MI,1,110,,,,1/3/07,1/3/09,-45,,No Twitter,0
HoP-MI02,"Hoekstra, Peter",M,10/30/53,Republican,MI,2,110,,,,1/3/07,1/3/09,-46,,No Twitter,0
EhV-MI03,"Ehlers, Vernon J.",M,2/6/34,Republican,MI,3,110,,,,1/3/07,1/3/09,-27,,No Twitter,0
CaD-MI04,"Camp, Dave",M,7/9/53,Republican,MI,4,110,,,,1/3/07,1/3/09,-46,,No Twitter,0
KiD-MI05,"Kildee, Dale E.",M,9/16/29,Democratic,MI,5,110,,,,1/3/07,1/3/09,-22,,No Twitter,0
ScJ-MI07,"Schwarz, John J.H. Joe",M,11/15/37,Republican,MI,7,0,,,,,,,,,0
ScM-MI07,"Schauer, Mark H.",M,10/2/61,Democratic,MI,7,0,,,,,,,,,0
KnJ-MI09,"Knollenberg, Joe",M,11/28/33,Republican,MI,9,110,,,,1/3/07,1/3/09,-26,,No Twitter,0
McT-MI11,"McCotter, Thaddeus G.",M,8/22/65,Republican,MI,11,110,,,,1/3/07,1/3/09,-58,,No Twitter,0
CuD-MI11,"Curson, David Alan",M,11/4/48,Democratic,MI,11,0,,,,,,,,,0
KiC-MI13,"Kilpatrick, Carolyn C.",F,6/25/45,Democratic,MI,13,110,,,,1/3/07,1/3/09,-38,,No Twitter,0
RaJ-MN03,"Ramstad, Jim",M,5/6/46,Republican,MN,3,110,,,,1/3/07,1/3/09,-39,,No Twitter,0
SaM-MN05,"Sabo, Martin Olav",M,2/28/38,Democratic,MN,5,0,,,,,,,,,0
KeM-MN06,"Kennedy, Mark R.",M,4/11/57,Republican,MN,6,0,,,,,,,,,0
CrC-MN08,"Cravaack, Chip",M,12/29/59,Republican,MN,8,0,,,,,,,,,0
CaR-MO03,"Carnahan, Russ",M,7/10/58,Democratic,MO,3,110,,,,1/3/07,1/3/09,-51,,No Twitter,0
EmJ-MO08,"Emerson, Jo Ann",F,9/16/50,Republican,MO,8,110,,,,1/3/07,1/3/09,-43,,No Twitter,0
HuK-MO09,"Hulshof, Kenny C.",M,5/22/58,Republican,MO,9,110,,,,1/3/07,1/3/09,-51,,No Twitter,0
PiC-MS03,"Pickering, Charles W. Chip",M,8/10/63,Republican,MS,3,110,,,,1/3/07,1/3/09,-56,,No Twitter,0
ReD-MT00,"Rehberg, Denny",M,10/5/55,Republican,MT,0,110,,,,1/3/07,1/3/09,-48,,No Twitter,0
DaS-MT00,"Daines, Steve",M,8/20/62,Republican,MT,0,0,,,,,,,,,0
KiL-NC08,"Kissell, Larry",M,1/31/51,Democratic,NC,8,0,,,,,,,,,0
MyS-NC09,"Myrick, Sue Wilkins",F,8/1/41,Republican,NC,9,110,,,,1/3/07,1/3/09,-34,,No Twitter,0
TaC-NC11,"Taylor, Charles H.",M,1/23/41,Republican,NC,11,0,,,,,,,,,0
WaM-NC12,"Watt, Melvin L.",M,8/26/45,Democratic,NC,12,110,,,,1/3/07,1/3/09,-38,,No Twitter,0
MiB-NC13,"Miller, Brad",M,5/19/53,Democratic,NC,13,110,,,,1/3/07,1/3/09,-46,,No Twitter,0
PoE-ND00,"Pomeroy, Earl",M,9/2/52,Democratic,ND,0,110,,,,1/3/07,1/3/09,-45,,No Twitter,0
BeR-ND00,"Berg, Rick",M,8/16/59,Republican,ND,0,0,,,,,,,,,0
OsT-NE03,"Osborne, Tom",M,2/23/37,Republican,NE,3,0,,,,,,,,,0
AnR-NJ01,"Andrews, Robert E.",M,8/4/57,Democratic,NJ,1,110,,,,1/3/07,1/3/09,-50,,No Twitter,0
AdJ-NJ03,"Adler, John H.",M,8/23/59,Democratic,NJ,3,0,,,,,,,,,0
SmC-NJ04,"Smith, Christopher H.",M,3/4/53,Republican,NJ,4,110,,,,1/3/07,1/3/09,-46,,No Twitter,0
FeM-NJ07,"Ferguson, Mike",M,6/22/70,Republican,NJ,7,110,,,,1/3/07,1/3/09,36,,No Twitter,0
PaSrD-NJ10,"Payne, Donald M.",M,7/16/34,Democratic,NJ,10,110,,,,1/3/07,1/3/09,-27,,No Twitter,0
FrR-NJ11,"Frelinghuysen, Rodney P.",M,4/29/46,Republican,NJ,11,110,,,,1/3/07,1/3/09,-39,,No Twitter,0
GiJ-NV02,"Gibbons, Jim",M,12/16/44,Republican,NV,2,0,,,,,,,,,0
HeJ-NV03,"Heck, Joseph J.",M,10/30/61,Republican,NV,3,0,,,,,,,,,0
WeA-NY09,"Weiner, Anthony D.",M,9/4/64,Democratic,NY,9,110,,,,1/3/07,1/3/09,-57,,No Twitter,0
OwM-NY11,"Owens, Major R.",M,6/28/36,Democratic,NY,11,0,,,,,,,,,0
FoV-NY13,"Fossella, Vito",M,3/9/65,Republican,NY,13,110,,,,1/3/07,1/3/09,-58,,No Twitter,0
KeS-NY19,"Kelly, Sue W.",F,9/26/36,Republican,NY,19,0,,,,,,,,,0
HaJ-NY19,"Hall, John J.",M,7/23/48,Democratic,NY,19,110,,,,1/3/07,1/3/09,-41,,No Twitter,0
SwJ-NY20,"Sweeney, John E.",M,8/9/55,Republican,NY,20,0,,,,,,,,,0
MuS-NY20,"Murphy, Scott",M,1/26/70,Democratic,NY,20,0,,,,,,,,,0
McM-NY21,"McNulty, Michael R.",M,9/16/47,Democratic,NY,21,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
McJ-NY23,"McHugh, John M.",M,9/29/48,Republican,NY,23,110,,,,1/3/07,1/3/09,-41,,No Twitter,0
BoS-NY24,"Boehlert, Sherwood",M,9/28/36,Republican,NY,24,0,,,,,,,,,0
ArM-NY24,"Arcuri, Michael A.",M,6/11/59,Democratic,NY,24,110,,,,1/3/07,1/3/09,-52,,No Twitter,0
WaJ-NY25,"Walsh, James T.",M,6/19/47,Republican,NY,25,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
ReT-NY26,"Reynolds, Thomas M.",M,9/3/50,Republican,NY,26,110,,,,1/3/07,1/3/09,-43,,No Twitter,0
LeC-NY26,"Lee, Christopher J.",M,4/1/64,Republican,NY,26,0,,,,,,,,,0
CoC-NY27,"Collins, Chris",M,5/20/50,Republican,NY,27,0,,,,,,,,,0
KuJ-NY29,"Kuhl, John R. Randy, Jr.",M,4/19/43,Republican,NY,29,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
MaE-NY29,"Massa, Eric J. J.",M,9/16/59,Democratic,NY,29,0,,,,,,,,,0
DrS-OH01,"Driehaus, Steve",M,6/24/66,Democratic,OH,1,0,,,,,,,,,0
ScJ-OH02,"Schmidt, Jean",F,11/29/51,Republican,OH,2,110,,,,1/3/07,1/3/09,-44,,No Twitter,0
OxM-OH04,"Oxley, Michael G.",M,2/11/44,Republican,OH,4,0,,,,,,,,,0
GiP-OH05,"Gillmor, Paul E.",M,2/1/39,Republican,OH,5,0,,,,,,,,,0
WiC-OH06,"Wilson, Charles A.",M,1/18/43,Democratic,OH,6,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
HoD-OH07,"Hobson, David L.",M,11/17/36,Republican,OH,7,110,,,,1/3/07,1/3/09,-29,,No Twitter,0
AuS-OH07,"Austria, Steve",M,10/12/58,Republican,OH,7,0,,,,,,,,,0
GiB-OH07,"Gibbs, Bob",M,6/14/54,Republican,OH,7,0,,,,,,,,,0
JoS-OH11,"Jones, Stephanie Tubbs",F,9/10/49,Democratic,OH,11,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
PrD-OH15,"Pryce, Deborah",F,7/29/51,Republican,OH,15,110,,,,1/3/07,1/3/09,-44,,No Twitter,0
ReR-OH16,"Regula, Ralph",M,12/3/24,Republican,OH,16,110,,,,1/3/07,1/3/09,-17,,No Twitter,0
GoA-OH16,"Gonzalez, Anthony",M,9/18/84,Republican,OH,16,0,,,,,,,,,0
HoD-OR05,"Hooley, Darlene",F,4/4/39,Democratic,OR,5,110,,,,1/3/07,1/3/09,-32,,No Twitter,0
EnP-PA03,"English, Phil",M,6/20/56,Republican,PA,3,110,,,,1/3/07,1/3/09,-49,,No Twitter,0
PeJ-PA05,"Peterson, John E.",M,12/25/38,Republican,PA,5,110,,,,1/3/07,1/3/09,-31,,No Twitter,0
WeC-PA07,"Weldon, Curt",M,7/22/47,Republican,PA,7,0,,,,,,,,,0
ShD-PA10,"Sherwood, Don",M,3/5/41,Republican,PA,10,0,,,,,,,,,0
MuJ-PA12,"Murtha, John P.",M,6/17/32,Democratic,PA,12,110,,,,1/3/07,1/3/09,-25,,No Twitter,0
MuT-PA18,"Murphy, Tim",M,9/11/52,Republican,PA,18,110,,,,1/3/07,1/3/09,-45,,No Twitter,0
PlT-PA19,"Platts, Todd Russell",M,3/5/62,Republican,PA,19,110,,,,1/3/07,1/3/09,-55,,No Twitter,0
BrH-SC01,"Brown, Henry E., Jr.",M,12/20/35,Republican,SC,1,110,,,,1/3/07,1/3/09,-28,,No Twitter,0
SpJ-SC05,"Spratt, John M., Jr.",M,11/1/42,Democratic,SC,5,110,,,,1/3/07,1/3/09,-35,,No Twitter,0
ClJ-SC06,"Clyburn, James E.",M,7/21/40,Democratic,SC,6,110,,,,1/3/07,1/3/09,-33,,No Twitter,0
RiT-SC07,"Rice, Tom",M,8/4/57,Republican,SC,7,0,,,,,,,,,0
JeW-TN01,"Jenkins, William L.",M,11/29/36,Republican,TN,1,0,,,,,,,,,0
DaD-TN01,"Davis, David",M,11/6/59,Republican,TN,1,110,,,,1/3/07,1/3/09,-52,,No Twitter,0
DaL-TN04,"Davis, Lincoln",M,9/13/43,Democratic,TN,4,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
GoB-TN06,"Gordon, Bart",M,1/24/49,Democratic,TN,6,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
TaJ-TN08,"Tanner, John S.",M,9/22/44,Democratic,TN,8,110,,,,1/3/07,1/3/09,-37,,No Twitter,0
FlB-TX17,"Flores, Bill",M,2/25/54,Republican,TX,17,0,,,,,,,,,0
BoH-TX23,"Bonilla, Henry",M,1/2/54,Republican,TX,23,0,,,,,,,,,0
OrS-TX27,"Ortiz, Solomon P.",M,6/3/37,Democratic,TX,27,110,,,,1/3/07,1/3/09,-30,,No Twitter,0
GrG-TX29,"Green, Gene",M,10/17/47,Democratic,TX,29,110,,,,1/3/07,1/3/09,-40,,No Twitter,0
DaJ-VA01,"Davis, Jo Ann",F,6/29/50,Republican,VA,1,0,,,,,,,,,0
DrT-VA02,"Drake, Thelma D.",F,11/20/49,Republican,VA,2,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
DaT-VA11,"Davis, Tom",M,1/5/49,Republican,VA,11,110,,,,1/3/07,1/3/09,-42,,No Twitter,0
BaB-WA03,"Baird, Brian",M,3/7/56,Democratic,WA,3,110,,,,1/3/07,1/3/09,-49,,No Twitter,0
DiN-WA06,"Dicks, Norman D.",M,12/16/40,Democratic,WA,6,110,,,,1/3/07,1/3/09,-33,,No Twitter,0
SeF-WI05,"Sensenbrenner, F. James, Jr.",M,6/14/43,Republican,WI,5,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
PeT-WI06,"Petri, Thomas E.",M,5/28/40,Republican,WI,6,110,,,,1/3/07,1/3/09,-33,,No Twitter,0
ObD-WI07,"Obey, David R.",M,10/3/38,Democratic,WI,7,110,,,,1/3/07,1/3/09,-31,,No Twitter,0
MoA-WV01,"Mollohan, Alan B.",M,5/14/43,Democratic,WV,1,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
CuB-WY00,"Cubin, Barbara",F,11/30/46,Republican,WY,0,110,,,,1/3/07,1/3/09,-39,,No Twitter,0
FaE-AS00,"Faleomavaega, Eni F. H.",M,8/15/43,Democratic,AS,0,110,,,,1/3/07,1/3/09,-36,,No Twitter,0
BoM-GU00,"Bordallo, Madeleine Z.",F,5/31/33,Democratic,GU,0,110,,,,1/3/07,1/3/09,-26,,No Twitter,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,0
