uniqueid,fullname,gender,dob,party,stateabr,district,statedistid,congress109,congress110,congress111,congress112,congress113,congress114,congress115,congress116,congress117,congress118,twitterhandle,joinedon,yearjoined,AgeWhenTwitterJoined
GaM-CA27,"Garcia, Mike",M,1976-04-24,Republican,CA,27,0627,0,0,0,0,0,0,0,116,117,118,RepMikeGarcia,2020-05-01,2020,44
JoM-LA04,"Johnson, Mike",M,1972-01-30,Republican,LA,4,2204,0,0,0,0,0,0,115,116,117,118,RepMikeJohnson,2017-02-01,2017,45
LaM-NY17,"Lawler, Michael",M,1986-09-09,Republican,NY,17,3617,0,0,0,0,0,0,0,0,0,118,RepMikeLawler,2022-11-01,2022,36
RoM-MI08,"Rogers, Mike J.",M,1963-06-02,Republican,MI,8,2608,109,110,111,112,113,0,0,0,0,0,RepMikeRogers,2010-06-01,2010,47
RoM-AL03,"Rogers, Mike D.",M,1958-07-16,Republican,AL,3,0103,109,110,111,112,113,114,115,116,117,118,repmikerogersal,2009-04-01,2009,50
TuM-OH10,"Turner, Michael R.",M,1960-01-11,Republican,OH,10,3910,109,110,111,112,113,114,115,116,117,118,RepMikeTurner,2009-06-01,2009,49
MiC-FL07,"Mills, Cory",M,1980-07-13,Republican,FL,7,1207,0,0,0,0,0,0,0,0,0,118,RepMillsPress,2023-01-01,2023,42
MiM-IA01,"Miller-Meeks, Mariannette",F,1955-09-06,Republican,IA,1,1901,0,0,0,0,0,0,0,0,117,118,RepMMM,2021-01-01,2021,65
BrM-AL05,"Brooks, Mo",M,1954-04-29,Republican,AL,5,0105,0,0,0,112,113,114,115,116,117,0,RepMoBrooks,2011-01-01,2011,56
MoM-NY19,"Molinaro, Marcus J.",M,1975-10-08,Republican,NY,19,3619,0,0,0,0,0,0,0,0,0,118,RepMolinaroNY19,2022-12-01,2022,47
DeM-TX15,"De La Cruz, Monica",F,1974-11-11,Republican,TX,15,4815,0,0,0,0,0,0,0,0,0,118,RepMonicaDLC,2022-11-01,2022,48
MoJ-MI02,"Moolenaar, John R.",M,1961-05-08,Republican,MI,2,2602,0,0,0,0,0,114,115,116,117,118,RepMoolenaar,2014-07-01,2014,53
GrM-GA14,"Greene, Marjorie Taylor",F,1974-05-27,Republican,GA,14,1314,0,0,0,0,0,0,0,0,117,118,RepMTG,2020-12-01,2020,46
MaN-SC01,"Mace, Nancy",F,1977-12-04,Republican,SC,1,4501,0,0,0,0,0,0,0,0,117,118,RepNancyMace,2020-12-01,2020,43
MoN-TX01,"Moran, Nathaniel",M,1974-09-23,Republican,TX,1,4801,0,0,0,0,0,0,0,0,0,118,RepNateMoran,2022-12-01,2022,48
NeD-WA04,"Newhouse, Dan",M,1955-07-10,Republican,WA,4,5304,0,0,0,0,0,114,115,116,117,118,RepNewhouse,2014-12-01,2014,59
OgA-TN05,"Ogles, Andrew",M,1971-06-18,Republican,TN,5,4705,0,0,0,0,0,0,0,0,0,118,RepOgles,2022-12-01,2022,51
FaP-TX04,"Fallon, Pat",M,1967-12-19,Republican,TX,4,4804,0,0,0,0,0,0,0,0,117,118,RepPatFallon,2020-12-01,2020,52
KiP-NY02,"King, Peter T.",M,1944-04-05,Republican,NY,2,3602,109,110,111,112,113,114,115,116,0,0,RepPeteKing,2008-12-01,2008,64
OlP-TX22,"Olson, Pete",M,1962-12-09,Republican,TX,22,4822,0,0,111,112,113,114,115,116,0,0,RepPeteOlson,2009-02-01,2009,46
StP-MN08,"Stauber, Pete",M,1966-05-10,Republican,MN,8,2708,0,0,0,0,0,0,0,116,117,118,RepPeteStauber,2018-12-01,2018,52
PfA-TX11,"Pfluger, August",M,1977-12-28,Republican,TX,11,4811,0,0,0,0,0,0,0,0,117,118,RepPfluger,2020-12-01,2020,42
PiR-NC09,"Pittenger, Robert",M,1948-08-15,Republican,NC,9,3709,0,0,0,0,113,114,115,0,0,0,RepPittenger,2012-11-01,2012,64
RaG-CA19,"Radanovich, George",M,1955-06-20,Republican,CA,19,0619,109,110,111,0,0,0,0,0,0,0,RepRadanovich,2009-02-01,2009,53
NoR-SC05,"Norman, Ralph",M,1953-06-20,Republican,SC,5,4505,0,0,0,0,0,0,115,116,117,118,RepRalphNorman,2017-06-01,2017,63
ElR-NC02,"Ellmers, Renee L.",F,1964-02-09,Republican,NC,2,3702,0,0,0,112,113,114,0,0,0,0,RepReneeEllmers,2010-11-01,2010,46
RiR-WI08,"Ribble, Reid J.",M,1956-04-05,Republican,WI,8,5508,0,0,0,112,113,114,0,0,0,0,RepRibble,2011-01-01,2011,54
HaR-NY22,"Hanna, Richard L.",M,1951-01-25,Republican,NY,22,3622,0,0,0,112,113,114,0,0,0,0,RepRichardHanna,2011-01-01,2011,59
HuR-NC09,"Hudson, Richard",M,1971-11-04,Republican,NC,9,3709,0,0,0,0,113,114,115,116,117,118,RepRichHudson,2012-11-01,2012,41
NuR-FL11,"Nugent, Richard B.",M,1951-05-26,Republican,FL,11,1211,0,0,0,112,113,114,0,0,0,0,RepRichNugent,2011-01-01,2011,59
AlR-GA12,"Allen, Rick W.",M,1951-11-07,Republican,GA,12,1312,0,0,0,0,0,114,115,116,117,118,RepRickAllen,2015-01-01,2015,63
CrE-AR01,"Crawford, Eric A. Rick",M,1966-01-22,Republican,AR,1,0501,0,0,0,112,113,114,115,116,117,118,reprickcrawford,2011-01-01,2011,44
RiD-VA05,"Riggleman, Denver",M,1970-03-17,Republican,VA,5,5105,0,0,0,0,0,0,0,116,0,0,RepRiggleman,2019-01-01,2019,48
RiD-FL25,"Rivera, David",M,1965-09-16,Republican,FL,25,1225,0,0,0,112,0,0,0,0,0,0,RepRivera,2011-01-01,2011,45
HuR-VA05,"Hurt, Robert",M,1969-06-16,Republican,VA,5,5105,0,0,0,112,113,114,0,0,0,0,RepRobertHurt,2011-01-01,2011,41
WoR-GA07,"Woodall, Rob",M,1970-02-11,Republican,GA,7,1307,0,0,0,112,113,114,115,116,0,0,RepRobWoodall,2014-03-01,2014,44
BlR-IA01,"Blum, Rod",M,1955-04-26,Republican,IA,1,1901,0,0,0,0,0,114,115,0,0,0,RepRodBlum,2015-01-01,2015,59
EsR-KS04,"Estes, Ron",M,1956-07-19,Republican,KS,4,2004,0,0,0,0,0,0,115,116,117,118,RepRonEstes,2017-04-01,2017,60
JaR-TX13,"Jackson, Ronny",M,1967-05-04,Republican,TX,13,4813,0,0,0,0,0,0,0,0,117,118,RepRonnyJackson,2020-12-01,2020,53
WrR-TX06,"Wright, Ron",M,1953-04-08,Republican,TX,6,4806,0,0,0,0,0,0,0,116,0,0,RepRonWright,2019-01-01,2019,65
RoF-FL19,"Rooney, Francis",M,1953-12-04,Republican,FL,19,1219,0,0,0,0,0,0,115,116,0,0,RepRooney,2017-01-01,2017,63
RoM-MT02,"Rosendale Sr., Matthew M.",M,1960-07-07,Republican,MT,2,3002,0,0,0,0,0,0,0,0,117,118,RepRosendale,2020-12-01,2020,60
SpR-FL15,"Spano, Ross",M,1966-07-16,Republican,FL,15,1215,0,0,0,0,0,0,0,116,0,0,RepRossSpano,2019-01-01,2019,52
YaR-IN02,"Yakym, Rudy",M,1984-02-24,Republican,IN,2,1802,0,0,0,0,0,0,0,0,117,118,RepRudyYakym,2022-12-01,2022,38
FrR-SC07,"Fry, Russell",M,1985-01-31,Republican,SC,7,4507,0,0,0,0,0,0,0,0,0,118,RepRussellFry,2022-12-01,2022,37
FuR-ID01,"Fulcher, Russ",M,1962-03-09,Republican,ID,1,1601,0,0,0,0,0,0,0,116,117,118,RepRussFulcher,2018-12-01,2018,56
RuJ-FL05,"Rutherford, John H.",M,1952-09-02,Republican,FL,5,1205,0,0,0,0,0,0,115,116,117,118,RepRutherfordFL,2017-02-01,2017,64
WiR-TX25,"Williams, Roger",M,1949-09-13,Republican,TX,25,4825,0,0,0,0,113,114,115,116,117,118,RepRWilliams,2013-01-01,2013,63
ZiR-MT01,"Zinke, Ryan K.",M,1961-11-01,Republican,MT,1,3001,0,0,0,0,0,114,0,0,0,118,RepRyanZinke,2014-12-01,2014,53
GrS-MO06,"Graves, Sam",M,1963-11-07,Republican,MO,6,2906,109,110,111,112,113,114,115,116,117,118,RepSamGraves,2009-04-01,2009,45
AdS-FL24,"Adams, Sandy",F,1956-12-14,Republican,FL,24,1224,0,0,0,112,0,0,0,0,0,0,RepSandyAdams,2010-11-01,2010,53
SaG-NY03,"Santos, George",M,1988-07-22,Republican,NY,3,3603,0,0,0,0,0,0,0,0,0,118,RepSantosNY03,2023-01-01,2023,34
PeS-PA10,"Perry, Scott",M,1962-05-27,Republican,PA,10,4210,0,0,0,0,113,114,115,116,117,118,RepScottPerry,2009-01-01,2009,46
RiE-VA02,"Rigell, E. Scott",M,1960-05-28,Republican,VA,2,5102,0,0,0,112,113,114,0,0,0,0,RepScottRigell,2010-12-01,2010,50
ShJ-IL15,"Shimkus, John",M,1958-02-21,Republican,IL,15,1715,109,110,111,112,113,114,115,116,0,0,RepShimkus,2008-07-01,2008,50
SmL-PA11,"Smucker, Lloyd",M,1964-01-23,Republican,PA,11,4211,0,0,0,0,0,0,115,116,117,118,RepSmucker,2009-05-01,2009,45
SpV-IN05,"Spartz, Victoria",F,1978-10-06,Republican,IN,5,1805,0,0,0,0,0,0,0,0,117,118,RepSpartz,2020-12-01,2020,42
StM-CA45,"Steel, Michelle",F,1955-06-21,Republican,CA,45,0645,0,0,0,0,0,0,0,0,117,118,RepSteel,2020-12-01,2020,65
StE-NY21,"Stefanik, Elise M.",F,1984-07-02,Republican,NY,21,3621,0,0,0,0,0,114,115,116,117,118,RepStefanik,2015-01-01,2015,30
ChS-OH01,"Chabot, Steve",M,1953-01-22,Republican,OH,1,3901,109,110,0,112,113,114,115,116,117,0,RepSteveChabot,2011-01-01,2011,57
StS-OH15,"Stivers, Steve",M,1965-03-24,Republican,OH,15,3915,0,0,0,112,113,114,115,116,0,0,RepSteveStivers,2010-11-01,2010,45
StM-IN03,"Stutzman, Marlin A.",M,1976-08-31,Republican,IN,3,1803,0,0,111,112,113,114,0,0,0,0,RepStutzman,2010-11-01,2010,34
YoT-FL03,"Yoho, Ted S.",M,1955-04-13,Republican,FL,3,1203,0,0,0,0,113,114,115,116,0,0,RepTedYoho,2013-01-01,2013,57
TeC-NY24,"Tenney, Claudia",F,1961-02-04,Republican,NY,24,3624,0,0,0,0,0,0,115,0,117,118,RepTenney,2016-11-01,2016,55
MaT-KY04,"Massie, Thomas",M,1971-01-13,Republican,KY,4,2104,0,0,0,112,113,114,115,116,117,118,RepThomasMassie,2012-11-01,2012,41
TiT-WI07,"Tiffany, Thomas P.",M,1957-12-30,Republican,WI,7,5507,0,0,0,0,0,0,0,116,117,118,RepTiffany,2020-06-01,2020,62
BuT-TN02,"Burchett, Tim",M,1964-08-25,Republican,TN,2,4702,0,0,0,0,0,0,0,116,117,118,RepTimBurchett,2018-08-01,2018,53
JoT-IL15,"Johnson, Timothy V.",M,1946-07-23,Republican,IL,15,1715,109,110,111,112,0,0,0,0,0,0,RepTimJohnson,2011-02-01,2011,64
TiW-SC04,"Timmons, William R. IV",M,1984-04-30,Republican,SC,4,4504,0,0,0,0,0,0,0,116,117,118,RepTimmons,2018-12-01,2018,34
TiS-CO03,"Tipton, Scott R.",M,1956-11-09,Republican,CO,3,0803,0,0,0,112,113,114,115,116,0,0,RepTipton,2011-01-01,2011,54
AkW-MO02,"Akin, W. Todd",M,1947-07-05,Republican,MO,2,2902,109,110,111,112,0,0,0,0,0,0,REPTODDAKlN,2012-08-01,2012,65
GaT-VA05,"Garrett, Thomas A., Jr.",M,1972-03-27,Republican,VA,5,5105,0,0,0,0,0,0,115,0,0,0,RepTomGarrett,2017-01-01,2017,44
GrT-GA14,"Graves, Tom",M,1970-02-03,Republican,GA,14,1314,0,0,111,112,113,114,115,116,0,0,RepTomGraves,2010-09-01,2010,40
MaT-NJ03,"MacArthur, Thomas",M,1960-10-16,Republican,NJ,3,3403,0,0,0,0,0,114,115,0,0,0,RepTomMacArthur,2015-01-01,2015,54
PrT-GA06,"Price, Tom",M,1954-10-08,Republican,GA,6,1306,109,110,111,112,113,114,0,0,0,0,RepTomPrice,2007-06-01,2007,52
GoT-TX23,"Gonzales, Tony",M,1980-10-10,Republican,TX,23,4823,0,0,0,0,0,0,0,0,117,118,RepTonyGonzales,2020-12-01,2020,40
KeT-MS01,"Kelly, Trent",M,1966-03-01,Republican,MS,1,2801,0,0,0,0,0,114,115,116,117,118,RepTrentKelly,2015-06-01,2015,49
HoT-IN09,"Hollingsworth, Trey",M,1983-09-12,Republican,IN,9,1809,0,0,0,0,0,0,115,116,117,0,RepTrey,2016-12-01,2016,33
NeT-TX22,"Nehls, Troy E.",M,1968-04-07,Republican,TX,22,4822,0,0,0,0,0,0,0,0,117,118,RepTroyNehls,2021-01-01,2021,52
VaD-WI03,"Van Orden, Derrick",M,1969-09-15,Republican,WI,3,5503,0,0,0,0,0,0,0,0,0,118,RepVanOrden,2022-12-01,2022,53
TaV-TX03,"Taylor, Van",M,1972-08-01,Republican,TX,3,4803,0,0,0,0,0,0,0,116,117,0,RepVanTaylor,2018-12-01,2018,46
WaT-MI05,"Walberg, Tim",M,1951-04-12,Republican,MI,5,2605,0,110,0,112,113,114,115,116,117,118,RepWalberg,2011-01-01,2011,59
WaJ-IN02,"Walorski, Jackie",F,1963-08-17,Republican,IN,2,1802,0,0,0,0,113,114,115,116,117,0,RepWalorski,2013-01-01,2013,49
JoW-NC03,"Jones, Walter B., Jr.",M,1943-02-10,Republican,NC,3,3703,109,110,111,112,113,114,115,0,0,0,RepWalterJones,2009-03-01,2009,66
WaM-FL06,"Waltz, Michael",M,1974-01-31,Republican,FL,6,1206,0,0,0,0,0,0,0,116,117,118,RepWaltzPress,2019-01-01,2019,44
WeD-FL11,"Webster, Daniel",M,1949-04-27,Republican,FL,11,1211,0,0,0,112,113,114,115,116,117,118,RepWebster,2011-04-01,2011,61
HuW-TX38,"Hunt, Wesley",M,1981-11-13,Republican,TX,38,4838,0,0,0,0,0,0,0,0,0,118,RepWesleyHunt,2022-12-01,2022,41
WeB-AR04,"Westerman, Bruce",M,1967-11-18,Republican,AR,4,0504,0,0,0,0,0,114,115,116,117,118,RepWesterman,2014-10-01,2014,46
WiB-NY22,"Williams, Brandon",M,1967-05-22,Republican,NY,22,3622,0,0,0,0,0,0,0,0,0,118,RepWilliams,2022-12-01,2022,55
KiY-CA40,"Kim, Young",F,1962-10-18,Republican,CA,40,0640,0,0,0,0,0,0,0,0,117,118,RepYoungKim,2020-12-01,2020,58
PoR-CA11,"Pombo, Richard W.",M,1961-01-08,Republican,CA,11,0611,109,0,0,0,0,0,0,0,0,0,richardpombo,2010-01-01,2010,49
BiR-UT01,"Bishop, Rob",M,1951-07-13,Republican,UT,1,4901,109,110,111,112,113,114,115,116,0,0,RobBishopUT,2016-03-01,2016,64
AdR-AL04,"Aderholt, Robert B.",M,1965-07-22,Republican,AL,4,0104,109,110,111,112,113,114,115,116,117,118,Robert_Aderholt,2009-09-01,2009,44
PoR-OH02,"Portman, Rob",M,1955-12-19,Republican,OH,2,3902,109,0,0,0,0,0,0,0,0,0,robportman,2014-07-01,2014,58
SiR-CT02,"Simmons, Rob",M,1943-02-11,Republican,CT,2,0902,109,0,0,0,0,0,0,0,0,0,RobSimmons,2009-03-01,2009,66
WiR-VA01,"Wittman, Robert J.",M,1959-02-03,Republican,VA,1,5101,0,110,111,112,113,114,115,116,117,118,RobWittman,2008-07-01,2008,49
DaR-IL13,"Davis, Rodney",M,1970-01-05,Republican,IL,13,1713,0,0,0,0,113,114,115,116,117,0,RodneyDavis,2012-12-01,2012,42
MaR-KS01,"Marshall, Roger",M,1960-08-09,Republican,KS,1,2001,0,0,0,0,0,0,115,116,0,0,RogerMarshallMD,2013-03-01,2013,52
DeR-FL06,"DeSantis, Ron",M,1978-09-14,Republican,FL,6,1206,0,0,0,0,113,114,115,0,0,0,RonDeSantisFL,2012-02-01,2012,33
PaR-TX14,"Paul, Ron",M,1935-08-20,Republican,TX,14,4814,109,110,111,112,0,0,0,0,0,0,RonPaul,2011-04-01,2011,75
BaR-MD06,"Bartlett, Roscoe G.",M,1926-06-03,Republican,MD,6,2406,109,110,111,112,0,0,0,0,0,0,Roscoe_Bartlett,2011-12-01,2011,85
RoI-FL27,"Ros-Lehtinen, Ileana",F,1952-07-15,Republican,FL,27,1227,109,110,111,112,113,114,115,0,0,0,RosLehtinen,2008-04-01,2008,55
BlR-MO07,"Blunt, Roy",M,1950-01-10,Republican,MO,7,2907,109,110,111,0,0,0,0,0,0,0,RoyBlunt,2009-02-01,2009,59
CoR-PA06,"Costello, Ryan A.",M,1976-09-07,Republican,PA,6,4206,0,0,0,0,0,114,115,0,0,0,RyanCostello,2018-04-01,2018,41
JoS-TX03,"Johnson, Sam",M,1930-10-11,Republican,TX,3,4803,109,110,111,112,113,114,115,0,0,0,SamsPressShop,2011-02-01,2011,80
TaS-VA02,"Taylor, Scott",M,1979-06-27,Republican,VA,2,5102,0,0,0,0,0,0,115,0,0,0,Scotttaylorva,2009-05-01,2009,29
DuS-WI07,"Duffy, Sean P.",M,1971-10-03,Republican,WI,7,5507,0,0,0,112,113,114,115,0,0,0,SeanDuffyWI,2011-01-01,2011,39
KiM-IL10,"Kirk, Mark Steven",M,1959-09-15,Republican,IL,10,1710,109,110,111,0,0,0,0,0,0,0,SenatorKirk,2010-11-01,2010,51
LaJ-OK05,"Lankford, James",M,1968-03-04,Republican,OK,5,4005,0,0,0,112,113,0,0,0,0,0,SenatorLankford,2010-12-01,2010,42
ScT-SC01,"Scott, Tim",M,1965-09-19,Republican,SC,1,4501,0,0,0,112,0,0,0,0,0,0,SenatorTimScott,2010-11-01,2010,45
WiR-MS01,"Wicker, Roger F.",M,1951-07-05,Republican,MS,1,2801,109,0,0,0,0,0,0,0,0,0,SenatorWicker,2011-03-01,2011,59
CaS-WV02,"Capito, Shelley Moore",F,1953-11-26,Republican,WV,2,5402,109,110,111,112,113,0,0,0,0,0,SenCapito,2010-09-01,2010,56
GaC-CO04,"Gardner, Cory",M,1974-08-22,Republican,CO,4,0804,0,0,0,112,113,0,0,0,0,0,SenCoryGardner,2011-01-01,2011,36
HeD-NV02,"Heller, Dean",M,1960-05-10,Republican,NV,2,3202,0,110,111,0,0,0,0,0,0,0,SenDeanHeller,2011-03-01,2011,50
BrJ-NH01,"Bradley, Jeb",M,1952-10-20,Republican,NH,1,3301,109,0,0,0,0,0,0,0,0,0,SenJeb,2010-03-01,2010,57
CrK-ND00,"Cramer, Kevin",M,1961-01-21,Republican,ND,0,3800,0,0,0,0,113,114,115,0,0,0,SenKevinCramer,2012-12-01,2012,51
LuC-WY00,"Lummis, Cynthia M.",F,1954-09-10,Republican,WY,0,5600,0,0,111,112,113,114,0,0,0,0,SenLummis,2009-03-01,2009,54
MuM-OK02,"Mullin, Markwayne",M,1977-07-26,Republican,OK,2,4002,0,0,0,0,113,114,115,116,117,0,SenMullin,2013-01-01,2013,35
BuT-NC13,"Budd, Ted",M,1971-10-21,Republican,NC,13,3713,0,0,0,0,0,0,115,116,117,0,SenTedBuddNC,2017-01-01,2017,45
YoT-IN09,"Young, Todd",M,1972-08-24,Republican,IN,9,1809,0,0,0,112,113,114,0,0,0,0,SenToddYoung,2011-01-01,2011,38
CoT-AR04,"Cotton, Tom",M,1977-05-13,Republican,AR,4,0504,0,0,0,0,113,0,0,0,0,0,SenTomCotton,2012-11-01,2012,35
SeS-TX22,"Sekula Gibbs, Shelley",F,1953-06-22,Republican,TX,22,4822,109,0,0,0,0,0,0,0,0,0,ShelleySekula,2014-08-01,2014,61
ShB-PA09,"Shuster, Bill",M,1961-01-10,Republican,PA,9,4209,109,110,111,112,113,114,115,0,0,0,ShusterForPA9,2012-09-01,2012,51
SoM-IN09,"Sodrel, Michael E.",M,1945-12-17,Republican,IN,9,1809,109,0,0,0,0,0,0,0,0,0,SodrelMike,2022-02-01,2022,76
BoJ-OH08,"Boehner, John A.",M,1949-11-17,Republican,OH,8,3908,109,110,111,112,113,0,0,0,0,0,SpeakerBoehner,2007-07-01,2007,57
McK-CA20,"McCarthy, Kevin",M,1965-01-26,Republican,CA,20,0620,0,110,111,112,113,114,115,116,117,118,SpeakerMcCarthy,2009-01-01,2009,43
RyP-WI01,"Ryan, Paul D.",M,1970-01-29,Republican,WI,1,5501,109,110,111,112,113,114,115,0,0,0,SpeakerRyan,2009-01-01,2009,38
KiS-IA04,"King, Steve",M,1949-05-28,Republican,IA,4,1904,109,110,111,112,113,114,115,116,0,0,SteveKingIA,2009-06-01,2009,60
KnS-CA25,"Knight, Stephen",M,1966-12-17,Republican,CA,25,0625,0,0,0,0,0,114,115,0,0,0,SteveKnight25,2015-01-01,2015,48
RuS-OK05,"Russell, Steve",M,1963-05-25,Republican,OK,5,4005,0,0,0,0,0,114,115,0,0,0,SteveRussellOK,2014-02-01,2014,50
ScS-LA01,"Scalise, Steve",M,1965-10-06,Republican,LA,1,2201,0,110,111,112,113,114,115,116,117,118,SteveScalise,2013-02-01,2013,47
StS-TX36,"Stockman, Steve",M,1956-11-14,Republican,TX,36,4836,0,0,0,0,113,0,0,0,0,0,SteveWorks4You,2013-01-01,2013,56
BrS-IN05,"Brooks, Susan W.",F,1960-08-25,Republican,IN,5,1805,0,0,0,0,113,114,115,116,0,0,SusanWBrooks,2013-01-01,2013,52
ReD-WA08,"Reichert, David G.",M,1950-08-29,Republican,WA,8,5308,109,110,111,112,113,114,115,0,0,0,TeamReichert,2010-03-01,2010,59
SuJ-OK01,"Sullivan, John",M,1965-01-01,Republican,OK,1,4001,109,110,111,112,0,0,0,0,0,0,TEAMSullivan,2009-11-01,2009,44
GoT-SC04,"Gowdy, Trey",M,1964-08-22,Republican,SC,4,4504,0,0,0,112,113,114,115,0,0,0,TGowdySC,2011-01-01,2011,46
RoT-IN04,"Rokita, Todd",M,1970-02-09,Republican,IN,4,1804,0,0,0,112,113,114,115,0,0,0,ToddRokita,2008-11-01,2008,38
CoT-OK04,"Cole, Tom",M,1949-04-28,Republican,OK,4,4004,109,110,111,112,113,114,115,116,117,118,TomColeOK04,2009-03-01,2009,59
DeT-TX22,"DeLay, Tom",M,1947-04-08,Republican,TX,22,4822,109,0,0,0,0,0,0,0,0,0,tomdelay,2007-05-01,2007,60
LaT-IA03,"Latham, Tom",M,1948-07-14,Republican,IA,3,1903,109,110,111,112,113,0,0,0,0,0,TomLatham,2007-11-01,2007,59
ReT-NY23,"Reed, Tom",M,1971-11-18,Republican,NY,23,3623,0,0,111,112,113,114,115,116,117,0,TomReedCongress,2009-08-01,2009,37
RoT-FL17,"Rooney, Thomas J.",M,1970-11-21,Republican,FL,17,1217,0,0,111,112,113,114,115,0,0,0,TomRooney,2009-03-01,2009,38
RaT-FL19,"Radel, Trey",M,1976-04-20,Republican,FL,19,1219,0,0,0,0,113,0,0,0,0,0,treyradel,2008-11-01,2008,32
TaT-CO06,"Tancredo, Thomas G.",M,1945-12-20,Republican,CO,6,0806,109,110,0,0,0,0,0,0,0,0,ttancredo,2009-08-01,2009,63
WeR-TX14,"Weber, Randy K., Sr.",M,1953-07-02,Republican,TX,14,4814,0,0,0,0,113,114,115,116,117,118,TXRandy14,2013-01-01,2013,59
TuR-NY09,"Turner, Robert L.",M,1941-05-02,Republican,NY,9,3609,0,0,0,112,0,0,0,0,0,0,USRepBobTurner,2011-09-01,2011,70
JoD-FL13,"Jolly, David W.",M,1972-10-31,Republican,FL,13,1213,0,0,0,0,113,114,0,0,0,0,USRepDavidJolly,2014-05-01,2014,41
PaG-AL06,"Palmer, Gary J.",M,1954-05-14,Republican,AL,6,0106,0,0,0,0,0,114,115,116,117,118,USRepGaryPalmer,2014-11-01,2014,60
FlM-NE01,"Flood, Mike",M,1975-02-23,Republican,NE,1,3101,0,0,0,0,0,0,0,0,117,118,USRepMikeFlood,2022-07-01,2022,47
McV-LA05,"McAllister, Vance M.",M,1974-01-07,Republican,LA,5,2205,0,0,0,0,113,0,0,0,0,0,VanceMcAllister,2013-09-01,2013,39
BuV-FL16,"Buchanan, Vern",M,1951-05-08,Republican,FL,16,1216,0,110,111,112,113,114,115,116,117,118,VernBuchanan,2009-02-01,2009,57
GoV-VA05,"Goode, Virgil H., Jr.",M,1946-10-17,Republican,VA,5,5105,109,110,0,0,0,0,0,0,0,0,VirgilGoode,2012-06-01,2012,65
FoV-NC05,"Foxx, Virginia",F,1943-06-29,Republican,NC,5,3705,109,110,111,112,113,114,115,116,117,118,virginiafoxx,2008-09-01,2008,65
WaJ-IL08,"Walsh, Joe",M,1961-12-27,Republican,IL,8,1708,0,0,0,112,0,0,0,0,0,0,WalshFreedom,2011-01-01,2011,49
DaW-OH08,"Davidson, Warren",M,1970-03-01,Republican,OH,8,3908,0,0,0,0,0,114,115,116,117,118,WarrenDavidson,2016-06-01,2016,46
WeL-GA03,"Westmoreland, Lynn A.",M,1950-04-02,Republican,GA,3,1303,109,110,111,112,113,114,0,0,0,0,Westmoreland_GA,2010-04-01,2010,60
HuW-TX23,"Hurd, Will",M,1977-08-19,Republican,TX,23,4823,0,0,0,0,0,114,115,116,0,0,WillHurd,2015-01-01,2015,37
YoD-IA03,"Young, David",M,1968-05-11,Republican,IA,3,1903,0,0,0,0,0,114,115,0,0,0,YoungForIowa,2013-05-01,2013,45
HeY-NM02,"Herrell, Yvette",F,1964-03-16,Republican,NM,2,3502,0,0,0,0,0,0,0,0,117,0,Yvette4congress,2017-08-01,2017,53
NuZ-IA03,"Nunn, Zachary",M,1979-05-04,Republican,IA,3,1903,0,0,0,0,0,0,0,0,0,118,ZachNunn,2023-01-01,2023,43
BoJ-AL01,"Bonner, Jo",M,1959-11-19,Republican,AL,1,0101,109,110,111,112,0,0,0,0,0,0,,,,
EvT-AL02,"Everett, Terry",M,1937-02-15,Republican,AL,2,0102,109,110,0,0,0,0,0,0,0,0,,,,
HaJ-AZ05,"Hayworth, J. D.",M,1958-07-12,Republican,AZ,5,0405,109,0,0,0,0,0,0,0,0,0,,,,
KoJ-AZ08,"Kolbe, Jim",M,1942-06-28,Republican,AZ,8,0408,109,0,0,0,0,0,0,0,0,0,,,,
FrT-AZ08,"Franks, Trent",M,1957-06-19,Republican,AZ,8,0408,109,110,111,112,113,114,0,0,0,0,,,,
HeW-CA02,"Herger, Wally",M,1945-05-20,Republican,CA,2,0602,109,110,111,112,0,0,0,0,0,0,,,,
ThW-CA22,"Thomas, William M.",M,1941-12-06,Republican,CA,22,0622,109,0,0,0,0,0,0,0,0,0,,,,
GaE-CA24,"Gallegly, Elton",M,1944-03-07,Republican,CA,24,0624,109,110,111,112,0,0,0,0,0,0,,,,
DrD-CA26,"Dreier, David",M,1952-07-05,Republican,CA,26,0626,109,110,111,112,0,0,0,0,0,0,,,,
CaJ-CA45,"Campbell, John",M,1955-07-19,Republican,CA,45,0645,109,110,111,112,113,0,0,0,0,0,,,,
CoC-CA48,"Cox, Christopher",M,1952-10-16,Republican,CA,48,0648,109,0,0,0,0,0,0,0,0,0,,,,
RoD-CA48,"Rohrabacher, Dana",M,1947-06-21,Republican,CA,48,0648,109,110,111,112,113,114,115,0,0,0,,,,
CuR-CA50,"Cunningham, Randy (Duke)",M,1941-12-08,Republican,CA,50,0650,109,0,0,0,0,0,0,0,0,0,,,,
HuD-CA50,"Hunter, Duncan D.",M,1976-12-07,Republican,CA,50,0650,0,0,111,112,113,114,115,116,0,0,,,,
HuD-CA52,"Hunter, Duncan",M,1948-05-31,Republican,CA,52,0652,109,110,0,0,0,0,0,0,0,0,,,,
MuM-CO04,"Musgrave, Marilyn N.",F,1949-01-27,Republican,CO,4,0804,109,110,0,0,0,0,0,0,0,0,,,,
