uniqueid,fullname,gender,dob,party,stateabr,district,CongressSession,AgeWhenSessionStarted,sessionstartedon,sessionendedon,twitterhandle,joinedon,AgeWhenTwitterJoined,yearjoinedontwitter
ShJ-IL15,"Shimkus, John",M,1958-02-21,Republican,IL,15,112,52,2011-01-03,2013-01-03,RepShimkus,2008-07-01,50,2008
GoP-AZ09,"Gosar, Paul A.",M,1958-11-22,Republican,AZ,9,112,52,2011-01-03,2013-01-03,RepGosar,2011-01-01,52,2011
ThM-TX13,"Thornberry, Mac",M,1958-07-15,Republican,TX,13,112,52,2011-01-03,2013-01-03,MacTXPress,2011-09-01,53,2011
EdD-MD04,"Edwards, Donna F.",F,1958-06-28,Democratic,MD,4,112,52,2011-01-03,2013-01-03,DonnaFEdwards,2012-08-01,54,2012
AmM-NV02,"Amodei, Mark E.",M,1958-06-12,Republican,NV,2,112,52,2011-01-03,2013-01-03,MarkAmodeiNV2,2011-11-01,53,2011
VaC-MD08,"Van Hollen, Chris",M,1959-01-10,Democratic,MD,8,112,52,2011-01-03,2013-01-03,ChrisVanHollen,2008-12-01,49,2008
PaJrD-NJ10,"Payne, Donald M., Jr.",M,1958-12-17,Democratic,NJ,10,112,52,2011-01-03,2013-01-03,RepDonaldPayne,2013-02-01,54,2013
NuA-MS01,"Nunnelee, Alan",M,1958-10-09,Republican,MS,1,112,52,2011-01-03,2013-01-03,AlanNunnelee,2009-04-01,50,2009
RoM-AL03,"Rogers, Mike D.",M,1958-07-16,Republican,AL,3,112,52,2011-01-03,2013-01-03,repmikerogersal,2009-04-01,50,2009
QuM-IL05,"Quigley, Mike",M,1958-10-17,Democratic,IL,5,112,52,2011-01-03,2013-01-03,RepMikeQuigley,2009-07-01,50,2009
GrH-VA09,"Griffith, H. Morgan",M,1958-03-15,Republican,VA,9,112,52,2011-01-03,2013-01-03,RepMGriffith,2011-01-01,52,2011
AuS-OH07,"Austria, Steve",M,1958-10-12,Republican,OH,7,112,52,2011-01-03,2013-01-03,,,,
HoK-NY26,"Hochul, Kathleen C.",F,1958-08-27,Democratic,NY,26,112,52,2011-01-03,2013-01-03,RepKathyHochul,2011-06-01,52,2011
ReJ-OH16,"Renacci, James B.",M,1958-12-03,Republican,OH,16,112,52,2011-01-03,2013-01-03,JimRenacci,2014-02-01,55,2014
HaA-MD01,"Harris, Andy",M,1957-01-25,Republican,MD,1,112,53,2011-01-03,2013-01-03,RepAndyHarrisMD,2012-01-01,54,2012
AnR-NJ01,"Andrews, Robert E.",M,1957-08-04,Democratic,NJ,1,112,53,2011-01-03,2013-01-03,,,,
WoS-AR03,"Womack, Steve",M,1957-02-18,Republican,AR,3,112,53,2011-01-03,2013-01-03,rep_stevewomack,2011-01-01,53,2011
CaB-LA06,"Cassidy, Bill",M,1957-09-28,Republican,LA,6,112,53,2011-01-03,2013-01-03,BillCassidy,2009-07-01,51,2009
HoT-PA17,"Holden, Tim",M,1957-03-05,Democratic,PA,17,112,53,2011-01-03,2013-01-03,TimHoldenPA17,2010-04-01,53,2010
HeJ-TX05,"Hensarling, Jeb",M,1957-05-29,Republican,TX,5,112,53,2011-01-03,2013-01-03,RepHensarling,2009-01-01,51,2009
FrT-AZ08,"Franks, Trent",M,1957-06-19,Republican,AZ,8,112,53,2011-01-03,2013-01-03,,,,
DeD-CO01,"DeGette, Diana",F,1957-07-29,Democratic,CO,1,112,53,2011-01-03,2013-01-03,RepDianaDeGette,2009-04-01,51,2009
BrB-IA01,"Braley, Bruce L.",M,1957-10-30,Democratic,IA,1,112,53,2011-01-03,2013-01-03,,,,
ClH-MI13,"Clarke, Hansen",M,1957-03-02,Democratic,MI,13,112,53,2011-01-03,2013-01-03,HansenClarke,2010-05-01,53,2010
HaG-MS03,"Harper, Gregg",M,1956-06-01,Republican,MS,3,112,54,2011-01-03,2013-01-03,HarperCampaign,2009-10-01,53,2009
BoC-LA03,"Boustany, Charles W., Jr.",M,1956-02-21,Republican,LA,3,112,54,2011-01-03,2013-01-03,,,,
AdS-FL24,"Adams, Sandy",F,1956-12-14,Republican,FL,24,112,54,2011-01-03,2013-01-03,RepSandyAdams,2010-11-01,53,2010
McM-NC07,"McIntyre, Mike",M,1956-08-06,Democratic,NC,7,112,54,2011-01-03,2013-01-03,MikeMcIntyreNC,2009-06-01,52,2009
TiS-CO03,"Tipton, Scott R.",M,1956-11-09,Republican,CO,3,112,54,2011-01-03,2013-01-03,RepTipton,2011-01-01,54,2011
CaJ-DE00,"Carney, John C., Jr.",M,1956-05-20,Democratic,DE,0,112,54,2011-01-03,2013-01-03,JohnCarneyDE,2011-01-01,54,2011
ClW-MO01,"Clay, Wm. Lacy",M,1956-07-27,Democratic,MO,1,112,54,2011-01-03,2013-01-03,LacyClayMO1,2012-05-01,55,2012
RiR-WI08,"Ribble, Reid J.",M,1956-04-05,Republican,WI,8,112,54,2011-01-03,2013-01-03,RepRibble,2011-01-01,54,2011
McT-CA05,"McClintock, Tom",M,1956-07-10,Republican,CA,5,112,54,2011-01-03,2013-01-03,RepMcClintock,2009-06-01,52,2009
WaG-OR02,"Walden, Greg",M,1957-01-10,Republican,OR,2,112,54,2011-01-03,2013-01-03,repgregwalden,2009-04-01,52,2009
BaM-MN06,"Bachmann, Michele",F,1956-04-06,Republican,MN,6,112,54,2011-01-03,2013-01-03,MicheleBachmann,2008-12-01,52,2008
BaL-PA11,"Barletta, Lou",M,1956-01-28,Republican,PA,11,112,54,2011-01-03,2013-01-03,RepLouBarletta,2011-01-01,54,2011
CuJ-TX07,"Culberson, John Abney",M,1956-08-24,Republican,TX,7,112,54,2011-01-03,2013-01-03,johnculberson,2008-05-01,51,2008
FaC-PA02,"Fattah, Chaka",M,1956-11-21,Democratic,PA,2,112,54,2011-01-03,2013-01-03,chakafattah,2009-06-01,52,2009
LaR-OH05,"Latta, Robert E.",M,1956-04-18,Republican,OH,5,112,54,2011-01-03,2013-01-03,boblatta,2008-01-01,51,2008
BaJ-GA12,"Barrow, John",M,1955-10-31,Democratic,GA,12,112,55,2011-01-03,2013-01-03,JohnBarrowMC,2020-04-01,64,2020
MeP-PA07,"Meehan, Patrick",M,1955-10-20,Republican,PA,7,112,55,2011-01-03,2013-01-03,PatMeehanPA,2010-01-01,54,2010
PiC-ME01,"Pingree, Chellie",F,1955-04-02,Democratic,ME,1,112,55,2011-01-03,2013-01-03,chelliepingree,2008-06-01,53,2008
ReD-MT00,"Rehberg, Denny",M,1955-10-05,Republican,MT,0,112,55,2011-01-03,2013-01-03,,,,
MiM-ME02,"Michaud, Michael H.",M,1955-01-18,Democratic,ME,2,112,55,2011-01-03,2013-01-03,Michaud2014,2013-06-01,58,2013
LaR-WA02,"Larsen, Rick",M,1955-06-15,Democratic,WA,2,112,55,2011-01-03,2013-01-03,RepRickLarsen,2011-11-01,56,2011
CaJ-CA45,"Campbell, John",M,1955-07-19,Republican,CA,45,112,55,2011-01-03,2013-01-03,,,,
CuH-TX28,"Cuellar, Henry",M,1955-09-19,Democratic,TX,28,112,55,2011-01-03,2013-01-03,RepCuellar,2010-11-01,55,2010
LyS-MA08,"Lynch, Stephen F.",M,1955-03-31,Democratic,MA,8,112,55,2011-01-03,2013-01-03,RepStephenLynch,2011-06-01,56,2011
CoM-CO06,"Coffman, Mike",M,1955-03-19,Republican,CO,6,112,55,2011-01-03,2013-01-03,AuroraMayorMike,2019-07-01,64,2019
DoJ-IN02,"Donnelly, Joe",M,1955-09-29,Democratic,IN,2,112,55,2011-01-03,2013-01-03,SenDonnelly,2010-11-01,55,2010
LoB-MO07,"Long, Billy",M,1955-08-11,Republican,MO,7,112,55,2011-01-03,2013-01-03,auctnr1,2009-02-01,53,2009
SaG-MP00,"Sablan, Gregorio Kilili Camacho",M,1955-01-19,Democratic,MP,0,112,55,2011-01-03,2013-01-03,Kilili_Sablan,2017-11-01,62,2017
KiJ-GA01,"Kingston, Jack",M,1955-04-24,Republican,GA,1,112,55,2011-01-03,2013-01-03,JackKingston,2009-04-01,53,2009
GeJ-PA06,"Gerlach, Jim",M,1955-02-25,Republican,PA,6,112,55,2011-01-03,2013-01-03,GerlachforPA,2009-05-01,54,2009
BrK-TX08,"Brady, Kevin",M,1955-04-11,Republican,TX,8,112,55,2011-01-03,2013-01-03,bradyfortexas,2012-05-01,57,2012
SeP-TX17,"Sessions, Pete",M,1955-03-22,Republican,TX,17,112,55,2011-01-03,2013-01-03,PeteSessions,2009-01-01,53,2009
BrM-AL05,"Brooks, Mo",M,1954-04-29,Republican,AL,5,112,56,2011-01-03,2013-01-03,RepMoBrooks,2011-01-01,56,2011
McB-MN04,"McCollum, Betty",F,1954-07-12,Democratic,MN,4,112,56,2011-01-03,2013-01-03,BettyMcCollum04,2012-01-01,57,2012
ShB-CA32,"Sherman, Brad",M,1954-10-24,Democratic,CA,32,112,56,2011-01-03,2013-01-03,BradSherman,2009-01-01,54,2009
MiC-MI10,"Miller, Candice S.",F,1954-05-07,Republican,MI,10,112,56,2011-01-03,2013-01-03,CandiceMiller,2008-06-01,54,2008
CoJ-TN05,"Cooper, Jim",M,1954-06-19,Democratic,TN,5,112,56,2011-01-03,2013-01-03,CoopForCongress,2012-06-01,57,2012
LaS-OH14,"LaTourette, Steven C.",M,1954-07-22,Republican,OH,14,112,56,2011-01-03,2013-01-03,LaTourette,2009-01-01,54,2009
JoB-OH06,"Johnson, Bill",M,1954-11-10,Republican,OH,6,112,56,2011-01-03,2013-01-03,RepBillJohnson,2010-11-01,56,2010
BoS-OR01,"Bonamici, Suzanne",F,1954-10-14,Democratic,OR,1,112,56,2011-01-03,2013-01-03,RepBonamici,2012-04-01,57,2012
LaD-CO05,"Lamborn, Doug",M,1954-05-24,Republican,CO,5,112,56,2011-01-03,2013-01-03,RepDLamborn,2012-05-01,57,2012
JoH-GA04,"Johnson, Henry C. Hank, Jr.",M,1954-10-02,Democratic,GA,4,112,56,2011-01-03,2013-01-03,RepHankJohnson,2009-03-01,54,2009
PrT-GA06,"Price, Tom",M,1954-10-08,Republican,GA,6,112,56,2011-01-03,2013-01-03,RepTomPrice,2007-06-01,52,2007
LuC-WY00,"Lummis, Cynthia M.",F,1954-09-10,Republican,WY,0,112,56,2011-01-03,2013-01-03,SenLummis,2009-03-01,54,2009
GiB-OH07,"Gibbs, Bob",M,1954-06-14,Republican,OH,7,112,56,2011-01-03,2013-01-03,,,,
FlB-TX17,"Flores, Bill",M,1954-02-25,Republican,TX,17,112,56,2011-01-03,2013-01-03,,,,
GoL-TX01,"Gohmert, Louie",M,1953-08-18,Republican,TX,1,112,57,2011-01-03,2013-01-03,LouieGohmertTX1,2016-01-01,62,2016
CaS-WV02,"Capito, Shelley Moore",F,1953-11-26,Republican,WV,2,112,57,2011-01-03,2013-01-03,SenCapito,2010-09-01,56,2010
VeN-NY07,"Velazquez, Nydia M.",F,1953-03-28,Democratic,NY,7,112,57,2011-01-03,2013-01-03,NydiaVelazquez,2010-07-01,57,2010
CaD-MI04,"Camp, Dave",M,1953-07-09,Republican,MI,4,112,57,2011-01-03,2013-01-03,,,,
MiB-NC13,"Miller, Brad",M,1953-05-19,Democratic,NC,13,112,57,2011-01-03,2013-01-03,,,,
DoM-PA18,"Doyle, Michael F.",M,1953-08-05,Democratic,PA,18,112,57,2011-01-03,2013-01-03,USRepMikeDoyle,2009-05-01,55,2009
PeE-CO07,"Perlmutter, Ed",M,1953-05-01,Democratic,CO,7,112,57,2011-01-03,2013-01-03,RepPerlmutter,2009-02-01,55,2009
CaK-CA41,"Calvert, Ken",M,1953-06-08,Republican,CA,41,112,57,2011-01-03,2013-01-03,KenCalvert,2009-01-01,55,2009
IsD-CA48,"Issa, Darrell E.",M,1953-11-01,Republican,CA,48,112,57,2011-01-03,2013-01-03,repdarrellissa,2009-08-01,55,2009
CoJ-CT02,"Courtney, Joe",M,1953-04-06,Democratic,CT,2,112,57,2011-01-03,2013-01-03,RepJoeCourtney,2009-10-01,56,2009
UpF-MI06,"Upton, Fred",M,1953-04-23,Republican,MI,6,112,57,2011-01-03,2013-01-03,RepFredUpton,2010-03-01,56,2010
GuL-IL04,"Gutierrez, Luis V.",M,1953-12-10,Democratic,IL,4,112,57,2011-01-03,2013-01-03,RepGutierrez,2009-05-01,55,2009
SmC-NJ04,"Smith, Christopher H.",M,1953-03-04,Republican,NJ,4,112,57,2011-01-03,2013-01-03,,,,
ChS-OH01,"Chabot, Steve",M,1953-01-22,Republican,OH,1,112,57,2011-01-03,2013-01-03,RepSteveChabot,2011-01-01,57,2011
MeG-NY05,"Meeks, Gregory W.",M,1953-09-25,Democratic,NY,5,112,57,2011-01-03,2013-01-03,RepGregoryMeeks,2009-03-01,55,2009
ChJ-CA28,"Chu, Judy",F,1953-07-07,Democratic,CA,28,112,57,2011-01-03,2013-01-03,RepJudyChu,2010-09-01,57,2010
BaK-CA37,"Bass, Karen",F,1953-10-03,Democratic,CA,37,112,57,2011-01-03,2013-01-03,RepKarenBass,2011-01-01,57,2011
MaT-PA12,"Marino, Tom",M,1952-08-15,Republican,PA,12,112,58,2011-01-03,2013-01-03,MarinoPA10,2014-09-01,62,2014
LoD-IA02,"Loebsack, David",M,1952-12-23,Democratic,IA,2,112,58,2011-01-03,2013-01-03,daveloebsack,2012-03-01,59,2012
LaL-NJ07,"Lance, Leonard",M,1952-06-25,Republican,NJ,7,112,58,2011-01-03,2013-01-03,RepLanceNJ7,2012-06-01,59,2012
MuT-PA18,"Murphy, Tim",M,1952-09-11,Republican,PA,18,112,58,2011-01-03,2013-01-03,,,,
KeW-MA09,"Keating, William R.",M,1952-09-06,Democratic,MA,9,112,58,2011-01-03,2013-01-03,USRepKeating,2011-01-01,58,2011
RoI-FL27,"Ros-Lehtinen, Ileana",F,1952-07-15,Republican,FL,27,112,58,2011-01-03,2013-01-03,RosLehtinen,2008-04-01,55,2008
DrD-CA26,"Dreier, David",M,1952-07-05,Republican,CA,26,112,58,2011-01-03,2013-01-03,,,,
BeD-MI01,"Benishek, Dan",M,1952-04-20,Republican,MI,1,112,58,2011-01-03,2013-01-03,CongressmanDan,2011-01-01,58,2011
FoJ-VA04,"Forbes, J. Randy",M,1952-02-17,Republican,VA,4,112,58,2011-01-03,2013-01-03,Randy_Forbes,2008-06-01,56,2008
RoS-NJ09,"Rothman, Steven R.",M,1952-10-14,Democratic,NJ,9,112,58,2011-01-03,2013-01-03,CongRothman,2011-09-01,58,2011
FuM-OH11,"Fudge, Marcia L.",F,1952-10-29,Democratic,OH,11,112,58,2011-01-03,2013-01-03,RepMarciaFudge,2010-06-01,57,2010
GoB-VA06,"Goodlatte, Bob",M,1952-09-22,Republican,VA,6,112,58,2011-01-03,2013-01-03,RepGoodlatte,2009-05-01,56,2009
BlM-TN07,"Blackburn, Marsha",F,1952-06-06,Republican,TN,7,112,58,2011-01-03,2013-01-03,MarshaBlackburn,2011-04-01,58,2011
CoJ-CA21,"Costa, Jim",M,1952-04-13,Democratic,CA,21,112,58,2011-01-03,2013-01-03,RepJimCosta,2011-01-01,58,2011
LuB-MO03,"Luetkemeyer, Blaine",M,1952-05-07,Republican,MO,3,112,58,2011-01-03,2013-01-03,RepBlaine,2013-09-01,61,2013
HaJ-CA44,"Hahn, Janice",F,1952-03-30,Democratic,CA,44,112,58,2011-01-03,2013-01-03,JaniceHahn,2009-02-01,56,2009
MoG-WI04,"Moore, Gwen",F,1951-04-18,Democratic,WI,4,112,59,2011-01-03,2013-01-03,RepGwenMoore,2009-01-01,57,2009
HaR-NY22,"Hanna, Richard L.",M,1951-01-25,Republican,NY,22,112,59,2011-01-03,2013-01-03,RepRichardHanna,2011-01-01,59,2011
NuR-FL11,"Nugent, Richard B.",M,1951-05-26,Republican,FL,11,112,59,2011-01-03,2013-01-03,RepRichNugent,2011-01-01,59,2011
CaM-MA07,"Capuano, Michael E.",M,1952-01-09,Democratic,MA,7,112,59,2011-01-03,2013-01-03,mikecapuano,2009-09-01,57,2009
WaT-MI05,"Walberg, Tim",M,1951-04-12,Republican,MI,5,112,59,2011-01-03,2013-01-03,RepWalberg,2011-01-01,59,2011
ThM-CA04,"Thompson, Mike",M,1951-01-24,Democratic,CA,4,112,59,2011-01-03,2013-01-03,RepThompson,2011-05-01,60,2011
FlJ-LA04,"Fleming, John",M,1951-07-05,Republican,LA,4,112,59,2011-01-03,2013-01-03,RepFleming,2009-10-01,58,2009
BuA-NY25,"Buerkle, Ann Marie",F,1951-05-08,Republican,NY,25,112,59,2011-01-03,2013-01-03,annmbuerkle,2010-11-01,59,2010
TiJ-MA06,"Tierney, John F.",M,1951-09-18,Democratic,MA,6,112,59,2011-01-03,2013-01-03,RepTierney,2011-10-01,60,2011
BeS-NV01,"Berkley, Shelley",F,1951-01-20,Democratic,NV,1,112,59,2011-01-03,2013-01-03,Berkley4Senate,2011-04-01,60,2011
BiB-CA50,"Bilbray, Brian P.",M,1951-01-28,Republican,CA,50,112,59,2011-01-03,2013-01-03,BilbrayCA50,2009-07-01,58,2009
SiA-NJ08,"Sires, Albio",M,1951-01-26,Democratic,NJ,8,112,59,2011-01-03,2013-01-03,AlbioSiresNJ,2012-04-01,61,2012
MaK-TX24,"Marchant, Kenny",M,1951-02-23,Republican,TX,24,112,59,2011-01-03,2013-01-03,RepKenMarchant,2009-03-01,58,2009
BiR-UT01,"Bishop, Rob",M,1951-07-13,Republican,UT,1,112,59,2011-01-03,2013-01-03,RobBishopUT,2016-03-01,64,2016
ScJ-OH02,"Schmidt, Jean",F,1951-11-29,Republican,OH,2,112,59,2011-01-03,2013-01-03,,,,
BaC-NH02,"Bass, Charles F.",M,1952-01-08,Republican,NH,2,112,59,2011-01-03,2013-01-03,RepCharlesBass,2011-01-01,59,2011
PaF-NJ06,"Pallone, Frank, Jr.",M,1951-10-30,Democratic,NJ,6,112,59,2011-01-03,2013-01-03,FrankPallone,2009-04-01,57,2009
BuV-FL16,"Buchanan, Vern",M,1951-05-08,Republican,FL,16,112,59,2011-01-03,2013-01-03,VernBuchanan,2009-02-01,57,2009
McJ-CA09,"McNerney, Jerry",M,1951-06-18,Democratic,CA,9,112,59,2011-01-03,2013-01-03,RepMcNerney,2011-10-01,60,2011
HaC-HI01,"Hanabusa, Colleen",f,1951-05-04,Democratic,HI,1,112,59,2011-01-03,2013-01-03,RepHanabusa,2011-01-01,59,2011
InJ-WA01,"Inslee, Jay",M,1951-02-09,Democratic,WA,1,112,59,2011-01-03,2013-01-03,GovInslee,2013-01-01,61,2013
KiL-NC08,"Kissell, Larry",M,1951-01-31,Democratic,NC,8,112,59,2011-01-03,2013-01-03,,,,
ScK-OR05,"Schrader, Kurt",M,1951-10-19,Democratic,OR,5,112,59,2011-01-03,2013-01-03,RepSchrader,2009-02-01,57,2009
RoE-CA39,"Royce, Edward R.",M,1951-12-12,Republican,CA,39,112,59,2011-01-03,2013-01-03,EdRRoyce,2010-08-01,58,2010
EmJ-MO08,"Emerson, Jo Ann",F,1950-09-16,Republican,MO,8,112,60,2011-01-03,2013-01-03,,,,
CuE-MD07,"Cummings, Elijah E.",M,1951-01-18,Democratic,MD,7,112,60,2011-01-03,2013-01-03,RepCummings,2012-08-01,61,2012
BiT-NY01,"Bishop, Timothy H.",M,1950-06-01,Democratic,NY,1,112,60,2011-01-03,2013-01-03,TimBishop2014,2012-02-01,61,2012
BlD-TN06,"Black, Diane",F,1951-01-16,Republican,TN,6,112,60,2011-01-03,2013-01-03,RepDianeBlack,2010-02-01,59,2010
WeL-GA03,"Westmoreland, Lynn A.",M,1950-04-02,Republican,GA,3,112,60,2011-01-03,2013-01-03,Westmoreland_GA,2010-04-01,60,2010
ReD-WA08,"Reichert, David G.",M,1950-08-29,Republican,WA,8,112,60,2011-01-03,2013-01-03,TeamReichert,2010-03-01,59,2010
BuM-TX26,"Burgess, Michael C.",M,1950-12-23,Republican,TX,26,112,60,2011-01-03,2013-01-03,michaelcburgess,2008-08-01,57,2008
SiM-ID02,"Simpson, Michael K.",M,1950-09-08,Republican,ID,2,112,60,2011-01-03,2013-01-03,CongMikeSimpson,2009-09-01,59,2009
CoG-VA11,"Connolly, Gerald E.",M,1950-03-30,Democratic,VA,11,112,60,2011-01-03,2013-01-03,GerryConnolly,2009-09-01,59,2009
SpJ-CA14,"Speier, Jackie",F,1950-05-14,Democratic,CA,14,112,60,2011-01-03,2013-01-03,RepSpeier,2009-03-01,58,2009
KiS-IA04,"King, Steve",M,1949-05-28,Republican,IA,4,112,61,2011-01-03,2013-01-03,SteveKingIA,2009-06-01,60,2009
WeD-FL11,"Webster, Daniel",M,1949-04-27,Republican,FL,11,112,61,2011-01-03,2013-01-03,RepWebster,2011-04-01,61,2011
JaS-TX18,"Jackson Lee, Sheila",F,1950-01-12,Democratic,TX,18,112,61,2011-01-03,2013-01-03,JacksonLeeTX18,2009-01-01,59,2009
ViP-IN01,"Visclosky, Peter J.",M,1949-08-13,Democratic,IN,1,112,61,2011-01-03,2013-01-03,RepVisclosky,2010-09-01,61,2010
CoJ-IL12,"Costello, Jerry F.",M,1949-09-25,Democratic,IL,12,112,61,2011-01-03,2013-01-03,,,,
BaJ-TX06,"Barton, Joe",M,1949-09-15,Republican,TX,6,112,61,2011-01-03,2013-01-03,RepJoeBarton,2009-02-01,59,2009
OwW-NY21,"Owens, William L.",M,1949-01-20,Democratic,NY,21,112,61,2011-01-03,2013-01-03,BillOwensNY,2010-12-01,61,2010
CoS-TN09,"Cohen, Steve",M,1949-05-24,Democratic,TN,9,112,61,2011-01-03,2013-01-03,RepCohen,2010-07-01,61,2010
NeR-TX19,"Neugebauer, Randy",M,1949-12-24,Republican,TX,19,112,61,2011-01-03,2013-01-03,RandyNeugebauer,2009-04-01,59,2009
CaF-TX23,"Canseco, Francisco Quico",M,1949-07-30,Republican,TX,23,112,61,2011-01-03,2013-01-03,QuicoCanseco,2014-04-01,64,2014
RaN-WV03,"Rahall, Nick J., II",M,1949-05-20,Democratic,WV,3,112,61,2011-01-03,2013-01-03,RepNickRahall,2014-02-01,64,2014
ToP-NY20,"Tonko, Paul",M,1949-06-18,Democratic,NY,20,112,61,2011-01-03,2013-01-03,RepPaulTonko,2009-10-01,60,2009
CoT-OK04,"Cole, Tom",M,1949-04-28,Republican,OK,4,112,61,2011-01-03,2013-01-03,TomColeOK04,2009-03-01,59,2009
NeR-MA01,"Neal, Richard E.",M,1949-02-14,Democratic,MA,1,112,61,2011-01-03,2013-01-03,RepRichardNeal,2011-12-01,62,2011
BoJ-OH08,"Boehner, John A.",M,1949-11-17,Republican,OH,8,112,61,2011-01-03,2013-01-03,SpeakerBoehner,2007-07-01,57,2007
PoT-TX02,"Poe, Ted",M,1948-09-10,Republican,TX,2,112,62,2011-01-03,2013-01-03,JudgeTedPoe,2009-09-01,61,2009
HoR-NJ12,"Holt, Rush",M,1948-10-15,Democratic,NJ,12,112,62,2011-01-03,2013-01-03,RushHolt,2010-02-01,61,2010
GrR-AZ07,"Grijalva, Raúl M.",M,1948-02-19,Democratic,AZ,7,112,62,2011-01-03,2013-01-03,RepRaulGrijalva,2009-04-01,61,2009
CuD-MI11,"Curson, David Alan",M,1948-11-04,Democratic,MI,11,112,62,2011-01-03,2013-01-03,,,,
LaT-IA03,"Latham, Tom",M,1948-07-14,Republican,IA,3,112,62,2011-01-03,2013-01-03,TomLatham,2007-11-01,59,2007
MiG-CA31,"Miller, Gary G.",M,1948-10-16,Republican,CA,31,112,62,2011-01-03,2013-01-03,RepGaryMiller,2010-06-01,61,2010
CoK-TX11,"Conaway, K. Michael",M,1948-06-11,Republican,TX,11,112,62,2011-01-03,2013-01-03,ConawayTX11,2011-05-01,62,2011
BlE-OR03,"Blumenauer, Earl",M,1948-08-16,Democratic,OR,3,112,62,2011-01-03,2013-01-03,repblumenauer,2008-08-01,60,2008
ScA-PA13,"Schwartz, Allyson Y.",F,1948-10-03,Democratic,PA,13,112,62,2011-01-03,2013-01-03,allysonschwartz,2013-04-01,64,2013
LaJ-CT01,"Larson, John B.",M,1948-07-22,Democratic,CT,1,112,62,2011-01-03,2013-01-03,RepJohnLarson,2009-06-01,60,2009
ThB-MS02,"Thompson, Bennie G.",M,1948-01-28,Democratic,MS,2,112,62,2011-01-03,2013-01-03,BennieGThompson,2009-01-01,60,2009
KeM-PA16,"Kelly, Mike",M,1948-05-10,Republican,PA,16,112,62,2011-01-03,2013-01-03,MikeKellyPA,2012-01-01,63,2012
BaJ-CA43,"Baca, Joe",M,1947-01-23,Democratic,CA,43,112,63,2011-01-03,2013-01-03,,,,
EnE-NY16,"Engel, Eliot L.",M,1947-02-18,Democratic,NY,16,112,63,2011-01-03,2013-01-03,RepEliotEngel,2010-07-01,63,2010
NaJ-NY12,"Nadler, Jerrold",M,1947-06-13,Democratic,NY,12,112,63,2011-01-03,2013-01-03,RepJerryNadler,2009-05-01,61,2009
WiJ-SC02,"Wilson, Joe",M,1947-07-31,Republican,SC,2,112,63,2011-01-03,2013-01-03,RepJoeWilson,2011-02-01,63,2011
DuJ-TN02,"Duncan, John J., Jr.",M,1947-07-21,Republican,TN,2,112,63,2011-01-03,2013-01-03,RepJohnDuncanJr,2013-09-01,66,2013
KlJ-MN02,"Kline, John",M,1947-09-06,Republican,MN,2,112,63,2011-01-03,2013-01-03,repjohnkline,2009-09-01,62,2009
McD-WV01,"McKinley, David B.",M,1947-03-28,Republican,WV,1,112,63,2011-01-03,2013-01-03,RepMcKinley,2011-01-01,63,2011
GrA-TX09,"Green, Al",M,1947-09-01,Democratic,TX,9,112,63,2011-01-03,2013-01-03,RepAlGreen,2010-04-01,62,2010
WeP-VT00,"Welch, Peter",M,1947-05-02,Democratic,VT,0,112,63,2011-01-03,2013-01-03,PeterWelch,2013-05-01,66,2013
PeS-NM02,"Pearce, Stevan",M,1947-08-24,Republican,NM,2,112,63,2011-01-03,2013-01-03,Pearce4NM,2009-05-01,61,2009
DeP-OR04,"DeFazio, Peter A.",M,1947-05-27,Democratic,OR,4,112,63,2011-01-03,2013-01-03,RepPeterDeFazio,2011-02-01,63,2011
HiM-HI02,"Hirono, Mazie K.",F,1947-11-03,Democratic,HI,2,112,63,2011-01-03,2013-01-03,maziehirono,2009-11-01,62,2009
SmL-TX21,"Smith, Lamar",M,1947-11-19,Republican,TX,21,112,63,2011-01-03,2013-01-03,LamarSmithTX21,2008-08-01,60,2008
YaJ-KY03,"Yarmuth, John A.",M,1947-11-04,Democratic,KY,3,112,63,2011-01-03,2013-01-03,JohnYarmuth,2011-10-01,63,2011
AkW-MO02,"Akin, W. Todd",M,1947-07-05,Republican,MO,2,112,63,2011-01-03,2013-01-03,REPTODDAKlN,2012-08-01,65,2012
LoZ-CA18,"Lofgren, Zoe",F,1947-12-21,Democratic,CA,18,112,63,2011-01-03,2013-01-03,RepZoeLofgren,2011-03-01,63,2011
BiS-GA02,"Bishop, Sanford D., Jr.",M,1947-02-04,Democratic,GA,2,112,63,2011-01-03,2013-01-03,SanfordBishop,2011-02-01,64,2011
BuG-NC01,"Butterfield, G. K.",M,1947-04-27,Democratic,NC,1,112,63,2011-01-03,2013-01-03,GKButterfield,2011-12-01,64,2011
PoB-FL08,"Posey, Bill",M,1947-12-18,Republican,FL,8,112,63,2011-01-03,2013-01-03,congbillposey,2009-03-01,61,2009
RoD-CA48,"Rohrabacher, Dana",M,1947-06-21,Republican,CA,48,112,63,2011-01-03,2013-01-03,,,,
GrG-TX29,"Green, Gene",M,1947-10-17,Democratic,TX,29,112,63,2011-01-03,2013-01-03,,,,
ScR-VA03,"Scott, Robert C. Bobby",M,1947-04-30,Democratic,VA,3,112,63,2011-01-03,2013-01-03,BobbyScott,2010-01-01,62,2010
BaS-AL06,"Bachus, Spencer",M,1947-12-28,Republican,AL,6,112,63,2011-01-03,2013-01-03,BachusAL06,2009-09-01,61,2009
