UniqueID,URL,RefName,Name,Gender,DOB,State,District,StateDistID,Combined,FirstSession,Second Session,Third Session,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
CaJ-TX31,https://www.congress.gov/member/john-carter/C001051,"Carter, John R. - Representative","Carter, John R.",M,,Texas,31,5331,TX31,2003-2024,,,109,110,111,112,113,114,115,116,117,118
SaL-CA38,https://www.congress.gov/member/linda-snchez/S001156,"Sanchez, Linda T. - Representative","Sanchez, Linda T.",F,01/28/69,California,38,0838,CA38,2003-2024,,,109,110,111,112,113,114,115,116,117,118
HeS-SD00,https://www.congress.gov/member/stephanie-herseth-sandlin/H001037,"Herseth Sandlin, Stephanie - Representative","Herseth Sandlin, Stephanie",F,,South Dakota,00,5000,SD00,2004-2011,,,109,110,111,,,,,,,
ChB-KY06,https://www.congress.gov/member/ben-chandler/C001058,"Chandler, Ben - Representative","Chandler, Ben",M,09/12/59,Kentucky,06,2306,KY06,2004-2013,,,109,110,111,112,,,,,,
BuG-NC01,https://www.congress.gov/member/g-k-butterfield/B001251,"Butterfield, G. K. - Representative","Butterfield, G. K.",M,04/27/47,North Carolina,01,3901,NC01,2004-2022,,,109,110,111,112,113,114,115,116,117,
FiM-PA08,https://www.congress.gov/member/michael-fitzpatrick/F000451,"Fitzpatrick, Michael G. - Representative","Fitzpatrick, Michael G.",M,,Pennsylvania,08,4608,PA08,2005-2007,2011-2017,,109,,,112,113,114,,,,
McC-GA04,https://www.congress.gov/member/cynthia-mckinney/M000523,"McKinney, Cynthia A. - Representative","McKinney, Cynthia A.",F,03/17/55,Georgia,04,1504,GA04,2005-2007,,,109,,,,,,,,,
ScJ-MI07,https://www.congress.gov/member/john-schwarz/S001161,"Schwarz, John J.H. ""Joe"" - Representative","Schwarz, John J.H. ""Joe""",M,11/15/37,Michigan,07,2807,MI07,2005-2007,,,109,,,,,,,,,
SoM-IN09,https://www.congress.gov/member/michael-sodrel/S001160,"Sodrel, Michael E. - Representative","Sodrel, Michael E.",M,12/17/45,Indiana,09,2009,IN09,2005-2007,,,109,,,,,,,,,
SeS-TX22,https://www.congress.gov/member/shelley-sekula-gibbs/S001166,"Sekula Gibbs, Shelley - Representative","Sekula Gibbs, Shelley",F,,Texas,22,5322,TX22,2005-2007,,,109,,,,,,,,,
JiB-LA01,https://www.congress.gov/member/bobby-jindal/J000287,"Jindal, Bobby - Representative","Jindal, Bobby",M,06/10/71,Louisiana,01,2401,LA01,2005-2008,,,109,110,,,,,,,,
FoL-PR00,https://www.congress.gov/member/luis-fortuno/F000452,"Fortuno, Luis G. - Resident Commissioner","Fortuno, Luis G.",M,,Puerto Rico,00,4700,PR00,2005-2009,,,109,110,,,,,,,,
DrT-VA02,https://www.congress.gov/member/thelma-drake/D000605,"Drake, Thelma D. - Representative","Drake, Thelma D.",F,,Virginia,02,5202,VA02,2005-2009,,,109,110,,,,,,,,
KuJ-NY29,https://www.congress.gov/member/john-kuhl/K000364,"Kuhl, John R. ""Randy"", Jr. - Representative","Kuhl, John R. ""Randy"", Jr.",M,,New York,29,3829,NY29,2005-2009,,,109,110,,,,,,,,
SaJ-CO03,https://www.congress.gov/member/john-salazar/S001158,"Salazar, John T. - Representative","Salazar, John T.",M,07/21/53,Colorado,03,0903,CO03,2005-2011,,,109,110,111,,,,,,,
MeC-LA03,https://www.congress.gov/member/charlie-melancon/M001161,"Melancon, Charlie - Representative","Melancon, Charlie",M,10/03/47,Louisiana,03,2403,LA03,2005-2011,,,109,110,111,,,,,,,
InB-SC04,https://www.congress.gov/member/bob-inglis/I000023,"Inglis, Bob - Representative","Inglis, Bob",M,,South Carolina,04,4904,SC04,2005-2011,,,109,110,111,,,,,,,
BeM-IL08,https://www.congress.gov/member/melissa-bean/B001253,"Bean, Melissa L. - Representative","Bean, Melissa L.",F,01/22/62,Illinois,08,1908,IL08,2005-2011,,,109,110,111,,,,,,,
DaG-KY04,https://www.congress.gov/member/geoff-davis/D000603,"Davis, Geoff - Representative","Davis, Geoff",M,10/26/58,Kentucky,04,2304,KY04,2005-2012,,,109,110,111,112,,,,,,
ScJ-OH02,https://www.congress.gov/member/jean-schmidt/S001164,"Schmidt, Jean - Representative","Schmidt, Jean",F,,Ohio,02,4202,OH02,2005-2013,,,109,110,111,112,,,,,,
BoD-OK02,https://www.congress.gov/member/dan-boren/B001254,"Boren, Dan - Representative","Boren, Dan",M,,Oklahoma,02,4402,OK02,2005-2013,,,109,110,111,112,,,,,,
LuD-CA03,https://www.congress.gov/member/daniel-lungren/L000517,"Lungren, Daniel E. - Representative","Lungren, Daniel E.",,,California,03,0803,CA03,2005-2013,,,109,110,111,112,,,,,,
CaR-MO03,https://www.congress.gov/member/russ-carnahan/C001060,"Carnahan, Russ - Representative","Carnahan, Russ",M,07/10/58,Missouri,03,3103,MO03,2005-2013,,,109,110,111,112,,,,,,
MaC-FL14,https://www.congress.gov/member/connie-mack/M001155,"Mack, Connie - Representative","Mack, Connie",M,08/12/67,Florida,14,1314,FL14,2005-2013,,,109,110,111,112,,,,,,
BiB-CA50,https://www.congress.gov/member/brian-bilbray/B000461,"Bilbray, Brian P. - Representative","Bilbray, Brian P.",M,01/28/51,California,50,0850,CA50,2005-2013,,,109,110,111,112,,,,,,
BaJ-GA12,https://www.congress.gov/member/john-barrow/B001252,"Barrow, John - Representative","Barrow, John",M,10/31/55,Georgia,12,1512,GA12,2005-2015,,,109,110,111,112,113,,,,,
ScA-PA13,https://www.congress.gov/member/allyson-schwartz/S001162,"Schwartz, Allyson Y. - Representative","Schwartz, Allyson Y.",F,,Pennsylvania,13,4613,PA13,2005-2015,,,109,110,111,112,113,,,,,
CaJ-CA45,https://www.congress.gov/member/john-campbell/C001064,"Campbell, John - Representative","Campbell, John",M,07/19/55,California,45,0845,CA45,2005-2015,,,109,110,111,112,113,,,,,
WeL-GA03,https://www.congress.gov/member/lynn-westmoreland/W000796,"Westmoreland, Lynn A. - Representative","Westmoreland, Lynn A.",M,04/02/50,Georgia,03,1503,GA03,2005-2017,,,109,110,111,112,113,114,,,,
BoC-LA03,https://www.congress.gov/member/charles-boustany/B001255,"Boustany, Charles W., Jr. - Representative","Boustany, Charles W., Jr.",M,02/21/56,Louisiana,03,2403,LA03,2005-2017,,,109,110,111,112,113,114,,,,
PrT-GA06,https://www.congress.gov/member/tom-price/P000591,"Price, Tom - Representative","Price, Tom",M,10/08/54,Georgia,06,1506,GA06,2005-2017,,,109,110,111,112,113,114,,,,
DeC-PA15,https://www.congress.gov/member/charles-dent/D000604,"Dent, Charles W. - Representative","Dent, Charles W.",M,,Pennsylvania,15,4615,PA15,2005-2018,,,109,110,111,112,113,114,115,,,
PoT-TX02,https://www.congress.gov/member/ted-poe/P000592,"Poe, Ted - Representative","Poe, Ted",M,,Texas,02,5302,TX02,2005-2019,,,109,110,111,112,113,114,115,,,
ReD-WA08,https://www.congress.gov/member/david-reichert/R000578,"Reichert, David G. - Representative","Reichert, David G.",M,,Washington,08,5408,WA08,2005-2019,,,109,110,111,112,113,114,115,,,
LiD-IL03,https://www.congress.gov/member/daniel-lipinski/L000563,"Lipinski, Daniel - Representative","Lipinski, Daniel",M,07/15/66,Illinois,03,1903,IL03,2005-2021,,,109,110,111,112,113,114,115,116,,
CoK-TX11,https://www.congress.gov/member/k-conaway/C001062,"Conaway, K. Michael - Representative","Conaway, K. Michael",M,,Texas,11,5311,TX11,2005-2021,,,109,110,111,112,113,114,115,116,,
MaK-TX24,https://www.congress.gov/member/kenny-marchant/M001158,"Marchant, Kenny - Representative","Marchant, Kenny",M,,Texas,24,5324,TX24,2005-2021,,,109,110,111,112,113,114,115,116,,
FoJ-NE01,https://www.congress.gov/member/jeff-fortenberry/F000449,"Fortenberry, Jeff - Representative","Fortenberry, Jeff",M,12/27/60,Nebraska,01,3301,NE01,2005-2022,,,109,110,111,112,113,114,115,116,117,
GoL-TX01,https://www.congress.gov/member/louie-gohmert/G000552,"Gohmert, Louie - Representative","Gohmert, Louie",M,,Texas,01,5301,TX01,2005-2023,,,109,110,111,112,113,114,115,116,117,
SiA-NJ08,https://www.congress.gov/member/albio-sires/S001165,"Sires, Albio - Representative","Sires, Albio",M,,New Jersey,08,3608,NJ08,2005-2023,,,109,110,111,112,113,114,115,116,117,
MoG-WI04,https://www.congress.gov/member/gwen-moore/M001160,"Moore, Gwen - Representative","Moore, Gwen",F,04/18/51,Wisconsin,04,5604,WI04,2005-2024,,,109,110,111,112,113,114,115,116,117,118
McC-WA05,https://www.congress.gov/member/cathy-rodgers/M001159,"McMorris Rodgers, Cathy - Representative","McMorris Rodgers, Cathy",F,05/22/69,Washington,05,5405,WA05,2005-2024,,,109,110,111,112,113,114,115,116,117,118
ClE-MO05,https://www.congress.gov/member/emanuel-cleaver/C001061,"Cleaver, Emanuel - Representative","Cleaver, Emanuel",M,10/26/44,Missouri,05,3105,MO05,2005-2024,,,109,110,111,112,113,114,115,116,117,118
FoV-NC05,https://www.congress.gov/member/virginia-foxx/F000450,"Foxx, Virginia - Representative","Foxx, Virginia",,,North Carolina,05,3905,NC05,2005-2024,,,109,110,111,112,113,114,115,116,117,118
MaD-CA07,https://www.congress.gov/member/doris-matsui/M001163,"Matsui, Doris O. - Representative","Matsui, Doris O.",,,California,07,0807,CA07,2005-2024,,,109,110,111,112,113,114,115,116,117,118
GrA-TX09,https://www.congress.gov/member/al-green/G000553,"Green, Al - Representative","Green, Al",M,09/01/47,Texas,09,5309,TX09,2005-2024,,,109,110,111,112,113,114,115,116,117,118
McM-TX10,https://www.congress.gov/member/michael-mccaul/M001157,"McCaul, Michael T. - Representative","McCaul, Michael T.",,,Texas,10,5310,TX10,2005-2024,,,109,110,111,112,113,114,115,116,117,118
McP-NC10,https://www.congress.gov/member/patrick-mchenry/M001156,"McHenry, Patrick T. - Representative","McHenry, Patrick T.",M,11/22/75,North Carolina,10,3910,NC10,2005-2024,,,109,110,111,112,113,114,115,116,117,118
CoJ-CA21,https://www.congress.gov/member/jim-costa/C001059,"Costa, Jim - Representative","Costa, Jim",M,04/13/52,California,21,0821,CA21,2005-2024,,,109,110,111,112,113,114,115,116,117,118
WaD-FL25,https://www.congress.gov/member/debbie-wasserman-schultz/W000797,"Wasserman Schultz, Debbie - Representative","Wasserman Schultz, Debbie",F,09/27/66,Florida,25,1325,FL25,2005-2024,,,109,110,111,112,113,114,115,116,117,118
HiB-NY26,https://www.congress.gov/member/brian-higgins/H001038,"Higgins, Brian - Representative","Higgins, Brian",M,10/06/59,New York,26,3826,NY26,2005-2024,,,109,110,111,112,113,114,115,116,117,118
CuH-TX28,https://www.congress.gov/member/henry-cuellar/C001063,"Cuellar, Henry - Representative","Cuellar, Henry",M,09/19/55,Texas,28,5328,TX28,2005-2024,,,109,110,111,112,113,114,115,116,117,118
PeS-NM02,https://www.congress.gov/member/stevan-pearce/P000588,"Pearce, Stevan - Representative","Pearce, Stevan",M,,New Mexico,02,3702,NM02,2003-2009,2011-2019,,,110,,112,113,114,115,,,
WaT-MI05,https://www.congress.gov/member/tim-walberg/W000798,"Walberg, Tim - Representative","Walberg, Tim",,,Michigan,05,2805,MI05,2007-2009,2011-2024,,,110,,112,113,114,115,116,117,118
SaB-ID01,https://www.congress.gov/member/bill-sali/S001167,"Sali, Bill - Representative","Sali, Bill",M,02/17/54,Idaho,01,1801,ID01,2007-2009,,,,110,,,,,,,,
DaD-TN01,https://www.congress.gov/member/david-davis/D000606,"Davis, David - Representative","Davis, David",M,,Tennessee,01,5101,TN01,2007-2009,,,,110,,,,,,,,
BoN-KS02,https://www.congress.gov/member/nancy-boyda/B001258,"Boyda, Nancy E. - Representative","Boyda, Nancy E.",F,08/02/55,Kansas,02,2202,KS02,2007-2009,,,,110,,,,,,,,
MaT-FL16,https://www.congress.gov/member/tim-mahoney/M001164,"Mahoney, Tim - Representative","Mahoney, Tim",M,08/15/56,Florida,16,1316,FL16,2007-2009,,,,110,,,,,,,,
GiK-NY20,https://www.congress.gov/member/kirsten-gillibrand/G000555,"Gillibrand, Kirsten E. - Senator","Gillibrand, Kirsten E.",F,,New York,20,3820,NY20,2007-2009,,,,110,,,,,,,,
LaN-TX22,https://www.congress.gov/member/nick-lampson/L000043,"Lampson, Nick - Representative","Lampson, Nick",M,,Texas,22,5322,TX22,2007-2009,,,,110,,,,,,,,
ShC-NH01,https://www.congress.gov/member/carol-shea-porter/S001170,"Shea-Porter, Carol - Representative","Shea-Porter, Carol",F,12/02/52,New Hampshire,01,3501,NH01,2007-2011,2013-2015,2017-2019,,110,111,,113,,115,,,
HoP-NH02,https://www.congress.gov/member/paul-hodes/H001043,"Hodes, Paul W. - Representative","Hodes, Paul W.",M,03/21/51,New Hampshire,02,3502,NH02,2007-2011,,,,110,111,,,,,,,
HeD-NV02,https://www.congress.gov/member/dean-heller/H001041,"Heller, Dean - Senator","Heller, Dean",M,,Nevada,02,3402,NV02,2007-2011,,,,110,111,,,,,,,
MiH-AZ05,https://www.congress.gov/member/harry-mitchell/M001167,"Mitchell, Harry E. - Representative","Mitchell, Harry E.",,,Arizona,05,0405,AZ05,2007-2011,,,,110,111,,,,,,,
FaM-OK05,https://www.congress.gov/member/mary-fallin/F000453,"Fallin, Mary - Representative","Fallin, Mary",F,,Oklahoma,05,4405,OK05,2007-2011,,,,110,111,,,,,,,
WiC-OH06,https://www.congress.gov/member/charles-wilson/W000801,"Wilson, Charles A. - Representative","Wilson, Charles A.",M,,Ohio,06,4206,OH06,2007-2011,,,,110,111,,,,,,,
SeJ-PA07,https://www.congress.gov/member/joe-sestak/S001169,"Sestak, Joe - Representative","Sestak, Joe",M,,Pennsylvania,07,4607,PA07,2007-2011,,,,110,111,,,,,,,
ElB-IN08,https://www.congress.gov/member/brad-ellsworth/E000289,"Ellsworth, Brad - Representative","Ellsworth, Brad",M,09/11/58,Indiana,08,2008,IN08,2007-2011,,,,110,111,,,,,,,
MuP-PA08,https://www.congress.gov/member/patrick-murphy/M001168,"Murphy, Patrick J. - Representative","Murphy, Patrick J.",M,,Pennsylvania,08,4608,PA08,2007-2011,,,,110,111,,,,,,,
KaS-WI08,https://www.congress.gov/member/steve-kagen/K000365,"Kagen, Steve - Representative","Kagen, Steve",M,,Wisconsin,08,5608,WI08,2007-2011,,,,110,111,,,,,,,
HiB-IN09,https://www.congress.gov/member/baron-hill/H001030,"Hill, Baron P. - Representative","Hill, Baron P.",M,06/23/53,Indiana,09,2009,IN09,2007-2011,,,,110,111,,,,,,,
CaC-PA10,https://www.congress.gov/member/christopher-carney/C001065,"Carney, Christopher P. - Representative","Carney, Christopher P.",M,,Pennsylvania,10,4610,PA10,2007-2011,,,,110,111,,,,,,,
HaP-IL17,https://www.congress.gov/member/phil-hare/H001040,"Hare, Phil - Representative","Hare, Phil",M,02/21/49,Illinois,17,1917,IL17,2007-2011,,,,110,111,,,,,,,
SpZ-OH18,https://www.congress.gov/member/zachary-space/S001173,"Space, Zachary T. - Representative","Space, Zachary T.",M,,Ohio,18,4218,OH18,2007-2011,,,,110,111,,,,,,,
HaJ-NY19,https://www.congress.gov/member/john-hall/H001039,"Hall, John J. - Representative","Hall, John J.",M,,New York,19,3819,NY19,2007-2011,,,,110,111,,,,,,,
KlR-FL22,https://www.congress.gov/member/ron-klein/K000366,"Klein, Ron - Representative","Klein, Ron",M,07/10/57,Florida,22,1322,FL22,2007-2011,,,,110,111,,,,,,,
RoC-TX23,https://www.congress.gov/member/ciro-rodriguez/R000568,"Rodriguez, Ciro D. - Representative","Rodriguez, Ciro D.",M,,Texas,23,5323,TX23,2007-2011,,,,110,111,,,,,,,
ArM-NY24,https://www.congress.gov/member/michael-arcuri/A000363,"Arcuri, Michael A. - Representative","Arcuri, Michael A.",M,,New York,24,3824,NY24,2007-2011,,,,110,111,,,,,,,
GiG-AZ08,https://www.congress.gov/member/gabrielle-giffords/G000554,"Giffords, Gabrielle - Representative","Giffords, Gabrielle",,,Arizona,08,0408,AZ08,2007-2012,,,,110,111,112,,,,,,
HiM-HI02,https://www.congress.gov/member/mazie-hirono/H001042,"Hirono, Mazie K. - Senator","Hirono, Mazie K.",F,11/03/47,Hawaii,02,1702,HI02,2007-2013,,,,110,111,112,,,,,,
DoJ-IN02,https://www.congress.gov/member/joe-donnelly/D000607,"Donnelly, Joe - Senator","Donnelly, Joe",M,09/29/55,Indiana,02,2002,IN02,2007-2013,,,,110,111,112,,,,,,
AlJ-PA04,https://www.congress.gov/member/jason-altmire/A000362,"Altmire, Jason - Representative","Altmire, Jason",M,,Pennsylvania,04,4604,PA04,2007-2013,,,,110,111,112,,,,,,
MuC-CT05,https://www.congress.gov/member/christopher-murphy/M001169,"Murphy, Christopher - Senator","Murphy, Christopher",M,08/03/73,Connecticut,05,1005,CT05,2007-2013,,,,110,111,112,,,,,,
ShH-NC11,https://www.congress.gov/member/heath-shuler/S001171,"Shuler, Heath - Representative","Shuler, Heath",M,12/31/71,North Carolina,11,3911,NC11,2007-2013,,,,110,111,112,,,,,,
SuB-OH13,https://www.congress.gov/member/betty-sutton/S001174,"Sutton, Betty - Representative","Sutton, Betty",F,,Ohio,13,4213,OH13,2007-2013,,,,110,111,112,,,,,,
RiL-CA37,https://www.congress.gov/member/laura-richardson/R000581,"Richardson, Laura - Representative","Richardson, Laura",F,04/14/62,California,37,0837,CA37,2007-2013,,,,110,111,112,,,,,,
BrB-IA01,https://www.congress.gov/member/bruce-braley/B001259,"Braley, Bruce L. - Representative","Braley, Bruce L.",M,10/30/57,Iowa,01,2101,IA01,2007-2015,,,,110,111,112,113,,,,,
BaM-MN06,https://www.congress.gov/member/michele-bachmann/B001256,"Bachmann, Michele - Representative","Bachmann, Michele",F,04/06/56,Minnesota,06,2906,MN06,2007-2015,,,,110,111,112,113,,,,,
BrP-GA10,https://www.congress.gov/member/paul-broun/B001262,"Broun, Paul C. - Representative","Broun, Paul C.",M,05/14/46,Georgia,10,1510,GA10,2007-2015,,,,110,111,112,113,,,,,
WaT-MN01,https://www.congress.gov/member/timothy-walz/W000799,"Walz, Timothy J. - Representative","Walz, Timothy J.",M,04/06/64,Minnesota,01,2901,MN01,2007-2019,,,,110,111,112,113,114,115,,,
TsN-MA03,https://www.congress.gov/member/niki-tsongas/T000465,"Tsongas, Niki - Representative","Tsongas, Niki",F,04/26/46,Massachusetts,03,2703,MA03,2007-2019,,,,110,111,112,113,114,115,,,
ElK-MN05,https://www.congress.gov/member/keith-ellison/E000288,"Ellison, Keith - Representative","Ellison, Keith",M,08/04/63,Minnesota,05,2905,MN05,2007-2019,,,,110,111,112,113,114,115,,,
RoP-IL06,https://www.congress.gov/member/peter-roskam/R000580,"Roskam, Peter J. - Representative","Roskam, Peter J.",M,09/13/61,Illinois,06,1906,IL06,2007-2019,,,,110,111,112,113,114,115,,,
LoD-IA02,https://www.congress.gov/member/david-loebsack/L000565,"Loebsack, David - Representative","Loebsack, David",M,12/23/52,Iowa,02,2102,IA02,2007-2021,,,,110,111,112,113,114,115,116,,
WeP-VT00,https://www.congress.gov/member/peter-welch/W000800,"Welch, Peter - Senator","Welch, Peter",M,,Vermont,00,5600,VT00,2007-2023,,,,110,111,112,113,114,115,116,117,
YaJ-KY03,https://www.congress.gov/member/john-yarmuth/Y000062,"Yarmuth, John A. - Representative","Yarmuth, John A.",M,11/04/47,Kentucky,03,2303,KY03,2007-2023,,,,110,111,112,113,114,115,116,117,
PeE-CO07,https://www.congress.gov/member/ed-perlmutter/P000593,"Perlmutter, Ed - Representative","Perlmutter, Ed",M,05/01/53,Colorado,07,0907,CO07,2007-2023,,,,110,111,112,113,114,115,116,117,
McJ-CA09,https://www.congress.gov/member/jerry-mcnerney/M001166,"McNerney, Jerry - Representative","McNerney, Jerry",,,California,09,0809,CA09,2007-2023,,,,110,111,112,113,114,115,116,117,
WiR-VA01,https://www.congress.gov/member/robert-wittman/W000804,"Wittman, Robert J. - Representative","Wittman, Robert J.",M,,Virginia,01,5201,VA01,2007-2024,,,,110,111,112,113,114,115,116,117,118
CoJ-CT02,https://www.congress.gov/member/joe-courtney/C001069,"Courtney, Joe - Representative","Courtney, Joe",M,04/06/53,Connecticut,02,1002,CT02,2007-2024,,,,110,111,112,113,114,115,116,117,118
SmA-NE03,https://www.congress.gov/member/adrian-smith/S001172,"Smith, Adrian - Representative","Smith, Adrian",M,12/19/70,Nebraska,03,3303,NE03,2007-2024,,,,110,111,112,113,114,115,116,117,118
SaJ-MD03,https://www.congress.gov/member/john-sarbanes/S001168,"Sarbanes, John P. - Representative","Sarbanes, John P.",M,05/22/62,Maryland,03,2603,MD03,2007-2024,,,,110,111,112,113,114,115,116,117,118
JoJ-OH04,https://www.congress.gov/member/jim-jordan/J000289,"Jordan, Jim - Representative","Jordan, Jim",M,02/17/64,Ohio,04,4204,OH04,2007-2024,,,,110,111,112,113,114,115,116,117,118
JoH-GA04,https://www.congress.gov/member/henry-johnson/J000288,"Johnson, Henry C. ""Hank,"" Jr. - Representative","Johnson, Henry C. ""Hank,"" Jr.",M,10/02/54,Georgia,04,1504,GA04,2007-2024,,,,110,111,112,113,114,115,116,117,118
LaR-OH05,https://www.congress.gov/member/robert-latta/L000566,"Latta, Robert E. - Representative","Latta, Robert E.",M,04/18/56,Ohio,05,4205,OH05,2007-2024,,,,110,111,112,113,114,115,116,117,118
LaD-CO05,https://www.congress.gov/member/doug-lamborn/L000564,"Lamborn, Doug - Representative","Lamborn, Doug",M,05/24/54,Colorado,05,0905,CO05,2007-2024,,,,110,111,112,113,114,115,116,117,118
