UniqueID,GovernmentURL,FullName,FirstName,LastName,Gender,DOB,Party,HouseTerms,State,StateAbr,District,CombStateDistrict,StateDistID,FirstSession,SecondSession,ThirdSession,Congress109,Congress110,Congress111,Congress112,Congress113,Congress114,Congress115,Congress116,Congress117,Congress118
BrJ-OK02,https://www.congress.gov/member/josh-brecheen/B001317,"Brecheen, Josh",Josh,Brecheen,M,06/19/79,Republican,House: 2023-Present,Oklahoma,OK,02,OK02,4002,2023-2024,,,0,0,0,0,0,0,0,0,0,118
BaB-TX36,https://www.congress.gov/member/brian-babin/B001291,"Babin, Brian",Brian,Babin,M,03/23/48,Republican,House: 2015-Present,Texas,TX,36,TX36,4836,2015-2024,,,0,0,0,0,0,114,115,116,117,118
FiB-PA01,https://www.congress.gov/member/brian-fitzpatrick/F000466,"Fitzpatrick, Brian K.",Brian K.,Fitzpatrick,M,12/17/73,Republican,House: 2017-Present,Pennsylvania,PA,01,PA01,4201,2017-2024,,,0,0,0,0,0,0,115,116,117,118
HiB-NY26,https://www.congress.gov/member/brian-higgins/H001038,"Higgins, Brian",Brian,Higgins,M,10/06/59,Democratic,House: 2005-Present,New York,NY,26,NY26,3626,2005-2024,,,109,110,111,112,113,114,115,116,117,118
MaB-FL21,https://www.congress.gov/member/brian-mast/M001199,"Mast, Brian J.",Brian J.,Mast,M,07/10/80,Republican,House: 2017-Present,Florida,FL,21,FL21,1221,2017-2024,,,0,0,0,0,0,0,115,116,117,118
BrA-NY22,https://www.congress.gov/member/anthony-brindisi/B001308,"Brindisi, Anthony",Anthony,Brindisi,M,11/22/78,Democratic,House: 2019-2021,New York,NY,22,NY22,3622,2019-2021,,,0,0,0,0,0,0,0,116,0,0
BrJ-CA26,https://www.congress.gov/member/julia-brownley/B001285,"Brownley, Julia",Julia,Brownley,F,08/28/52,Democratic,House: 2013-Present,California,CA,26,CA26,0626,2013-2024,,,0,0,0,0,113,114,115,116,117,118
StB-WI01,https://www.congress.gov/member/bryan-steil/S001213,"Steil, Bryan",Bryan,Steil,M,03/03/81,Republican,House: 2019-Present,Wisconsin,WI,01,WI01,5501,2019-2024,,,0,0,0,0,0,0,0,116,117,118
CaE-GA01,https://www.congress.gov/member/earl-carter/C001103,"Carter, Earl L. ""Buddy""","Earl L. ""Buddy""",Carter,M,09/06/57,Republican,House: 2015-Present,Georgia,GA,01,GA01,1301,2015-2024,,,0,0,0,0,0,114,115,116,117,118
OwB-UT04,https://www.congress.gov/member/burgess-owens/O000086,"Owens, Burgess",Burgess,Owens,M,08/02/51,Republican,House: 2021-Present,Utah,UT,04,UT04,4904,2021-2024,,,0,0,0,0,0,0,0,0,117,118
CaY-CO08,https://www.congress.gov/member/yadira-caraveo/C001134,"Caraveo, Yadira",Yadira,Caraveo,F,12/23/80,Democratic,House: 2023-Present,Colorado,CO,08,CO08,0808,2023-2024,,,0,0,0,0,0,0,0,0,0,118
CaS-CA24,https://www.congress.gov/member/salud-carbajal/C001112,"Carbajal, Salud O.",Salud O.,Carbajal,M,11/18/64,Democratic,House: 2017-Present,California,CA,24,CA24,0624,2017-2024,,,0,0,0,0,0,0,115,116,117,118
CaT-CA29,https://www.congress.gov/member/tony-crdenas/C001097,"Cardenas, Tony",Tony,Cardenas,M,03/31/63,Democratic,House: 2013-Present,California,CA,29,CA29,0629,2013-2024,,,0,0,0,0,113,114,115,116,117,118
CaD-CA18,https://www.congress.gov/member/dennis-cardoza/C001050,"Cardoza, Dennis A.",Dennis A.,Cardoza,M,03/31/59,Democratic,House: 2003-2012,California,CA,18,CA18,0618,2003-2012,,,109,110,111,112,0,0,0,0,0,0
GiC-FL28,https://www.congress.gov/member/carlos-gimenez/G000593,"Gimenez, Carlos A.",Carlos A.,Gimenez,M,01/17/54,Republican,House: 2021-Present,Florida,FL,28,FL28,1228,2021-2024,,,0,0,0,0,0,0,0,0,117,118
MiC-WV01,https://www.congress.gov/member/carol-miller/M001205,"Miller, Carol D.",Carol D.,Miller,F,11/04/50,Republican,House: 2019-Present,West Virginia,WV,01,WV01,5401,2019-2024,,,0,0,0,0,0,0,0,116,117,118
CaM-PA08,https://www.congress.gov/member/matt-cartwright/C001090,"Cartwright, Matt",Matt,Cartwright,M,05/01/61,Democratic,House: 2013-Present,Pennsylvania,PA,08,PA08,4208,2013-2024,,,0,0,0,0,113,114,115,116,117,118
CaG-TX35,https://www.congress.gov/member/greg-casar/C001131,"Casar, Greg",Greg,Casar,M,05/04/89,Democratic,House: 2023-Present,Texas,TX,35,TX35,4835,2023-2024,,,0,0,0,0,0,0,0,0,0,118
CaS-IL06,https://www.congress.gov/member/sean-casten/C001117,"Casten, Sean",Sean,Casten,M,11/23/71,Democratic,House: 2019-Present,Illinois,IL,06,IL06,1706,2019-2024,,,0,0,0,0,0,0,0,116,117,118
CaM-NC11,https://www.congress.gov/member/madison-cawthorn/C001104,"Cawthorn, Madison",Madison,Cawthorn,M,08/01/95,Republican,House: 2021-2023,North Carolina,NC,11,NC11,3711,2021-2023,,,0,0,0,0,0,0,0,0,117,0
BaC-NH02,https://www.congress.gov/member/charles-bass/B000220,"Bass, Charles F.",Charles F.,Bass,M,01/08/52,Republican,"House: 1995-2007, 2011-2013",New Hampshire,NH,02,NH02,3302,1995-2007,2011-2013,,109,0,0,112,0,0,0,0,0,0
DjC-HI01,https://www.congress.gov/member/charles-djou/D000611,"Djou, Charles K.",Charles K.,Djou,M,08/09/70,Republican,House: 2010-2011,Hawaii,HI,01,HI01,1501,2010-2011,,,0,0,111,0,0,0,0,0,0,0
DeC-PA15,https://www.congress.gov/member/charles-dent/D000604,"Dent, Charles W.",Charles W.,Dent,M,05/24/60,Republican,House: 2005-2018,Pennsylvania,PA,15,PA15,4215,2005-2018,,,109,110,111,112,113,114,115,0,0,0
BuC-IL17,https://www.congress.gov/member/cheri-bustos/B001286,"Bustos, Cheri",Cheri,Bustos,F,10/17/61,Democratic,House: 2013-2023,Illinois,IL,17,IL17,1717,2013-2023,,,0,0,0,0,113,114,115,116,117,0
RoC-TX21,https://www.congress.gov/member/chip-roy/R000614,"Roy, Chip",Chip,Roy,M,08/07/72,Republican,House: 2019-Present,Texas,TX,21,TX21,4821,2019-2024,,,0,0,0,0,0,0,0,116,117,118
PaC-NH01,https://www.congress.gov/member/chris-pappas/P000614,"Pappas, Chris",Chris,Pappas,M,06/04/80,Democratic,House: 2019-Present,New Hampshire,NH,01,NH01,3301,2019-2024,,,0,0,0,0,0,0,0,116,117,118
StC-UT02,https://www.congress.gov/member/chris-stewart/S001192,"Stewart, Chris",Chris,Stewart,M,07/15/60,Republican,House: 2013-Present,Utah,UT,02,UT02,4902,2013-2024,,,0,0,0,0,113,114,115,116,117,118
FlC-TN03,https://www.congress.gov/member/charles-fleischmann/F000459,"Fleischmann, Charles J. ""Chuck""","Charles J. ""Chuck""",Fleischmann,M,10/11/62,Republican,House: 2011-Present,Tennessee,TN,03,TN03,4703,2011-2024,,,0,0,0,112,113,114,115,116,117,118
CiJ-AZ06,https://www.congress.gov/member/juan-ciscomani/C001133,"Ciscomani, Juan",Juan,Ciscomani,M,08/31/82,Republican,House: 2023-Present,Arizona,AZ,06,AZ06,0406,2023-2024,,,0,0,0,0,0,0,0,0,0,118
HiC-LA03,https://www.congress.gov/member/clay-higgins/H001077,"Higgins, Clay",Clay,Higgins,M,08/24/61,Republican,House: 2017-Present,Louisiana,LA,03,LA03,2203,2017-2024,,,0,0,0,0,0,0,115,116,117,118
ClE-MO05,https://www.congress.gov/member/emanuel-cleaver/C001061,"Cleaver, Emanuel",Emanuel,Cleaver,M,10/26/44,Democratic,House: 2005-Present,Missouri,MO,05,MO05,2905,2005-2024,,,109,110,111,112,113,114,115,116,117,118
StC-FL06,https://www.congress.gov/member/cliff-stearns/S000822,"Stearns, Cliff",Cliff,Stearns,M,04/16/41,Republican,House: 1989-2013,Florida,FL,06,FL06,1206,1989-2013,,,109,110,111,112,0,0,0,0,0,0
ClM-TX27,https://www.congress.gov/member/michael-cloud/C001115,"Cloud, Michael",Michael,Cloud,M,05/13/75,Republican,House: 2018-Present,Texas,TX,27,TX27,4827,2018-2024,,,0,0,0,0,0,0,115,116,117,118
CoS-TN09,https://www.congress.gov/member/steve-cohen/C001068,"Cohen, Steve",Steve,Cohen,M,05/24/49,Democratic,House: 2007-Present,Tennessee,TN,09,TN09,4709,2007-2024,,,0,110,111,112,113,114,115,116,117,118
AlC-TX32,https://www.congress.gov/member/colin-allred/A000376,"Allred, Colin Z.",Colin Z.,Allred,M,04/15/83,Democratic,House: 2019-Present,Texas,TX,32,TX32,4832,2019-2024,,,0,0,0,0,0,0,0,116,117,118
CoC-CA22,https://www.congress.gov/member/connie-conway/C001128,"Conway, Connie",Connie,Conway,F,09/25/50,Republican,House: 2022-2023,California,CA,22,CA22,0622,2022-2023,,,0,0,0,0,0,0,0,0,117,0
BuC-MO01,https://www.congress.gov/member/cori-bush/B001224,"Bush, Cori",Cori,Bush,F,07/21/76,Democratic,House: 2021-Present,Missouri,MO,01,MO01,2901,2021-2024,,,0,0,0,0,0,0,0,0,117,118
CuH-TX28,https://www.congress.gov/member/henry-cuellar/C001063,"Cuellar, Henry",Henry,Cuellar,M,09/19/55,Democratic,House: 2005-Present,Texas,TX,28,TX28,4828,2005-2024,,,109,110,111,112,113,114,115,116,117,118
CuE-MD07,https://www.congress.gov/member/elijah-cummings/C000984,"Cummings, Elijah E.",Elijah E.,Cummings,M,01/18/51,Democratic,House: 1995-2019,Maryland,MD,07,MD07,2407,1995-2019,,,109,110,111,112,113,114,115,0,0,0
CuJ-SC01,https://www.congress.gov/member/joe-cunningham/C001122,"Cunningham, Joe",Joe,Cunningham,M,05/26/82,Democratic,House: 2019-2021,South Carolina,SC,01,SC01,4501,2019-2021,,,0,0,0,0,0,0,0,116,0,0
ClC-FL19,https://www.congress.gov/member/curt-clawson/C001102,"Clawson, Curt",Curt,Clawson,M,09/28/59,Republican,House: 2014-2017,Florida,FL,19,FL19,1219,2014-2017,,,0,0,0,0,113,114,0,0,0,0
StD-AL05,https://www.congress.gov/member/dale-strong/S001220,"Strong, Dale W.",Dale W.,Strong,M,05/08/70,Republican,House: 2023-Present,Alabama,AL,05,AL05,0105,2023-2024,,,0,0,0,0,0,0,0,0,0,118
BiD-NC08,https://www.congress.gov/member/dan-bishop/B001311,"Bishop, Dan",Dan,Bishop,M,07/01/64,Republican,House: 2019-Present,North Carolina,NC,08,NC08,3708,2019-2024,,,0,0,0,0,0,0,0,116,117,118
CrD-TX02,https://www.congress.gov/member/dan-crenshaw/C001120,"Crenshaw, Dan",Dan,Crenshaw,M,03/14/84,Republican,House: 2019-Present,Texas,TX,02,TX02,4802,2019-2024,,,0,0,0,0,0,0,0,116,117,118
DoD-NY11,https://www.congress.gov/member/daniel-donovan/D000625,"Donovan, Daniel M., Jr.",Daniel M.,Donovan,M,11/06/56,Republican,House: 2015-2019,New York,NY,11,NY11,3611,2015-2019,,,0,0,0,0,0,114,115,0,0,0
GoD-NY10,https://www.congress.gov/member/daniel-goldman/G000599,"Goldman, Daniel S.",Daniel S.,Goldman,M,02/26/76,Democratic,House: 2023-Present,New York,NY,10,NY10,3610,2023-2024,,,0,0,0,0,0,0,0,0,0,118
KiD-MI08,https://www.congress.gov/member/daniel-kildee/K000380,"Kildee, Daniel T.",Daniel T.,Kildee,M,08/11/58,Democratic,House: 2013-Present,Michigan,MI,08,MI08,2608,2013-2024,,,0,0,0,0,113,114,115,116,117,118
LuD-CA03,https://www.congress.gov/member/daniel-lungren/L000517,"Lungren, Daniel E.",Daniel E.,Lungren,M,09/22/46,Republican,"House: 1979-1989, 2005-2013",California,CA,03,CA03,0603,2005-2013,,,109,110,111,112,0,0,0,0,0,0
DaD-IL07,https://www.congress.gov/member/danny-davis/D000096,"Davis, Danny K.",Danny K.,Davis,M,09/06/41,Democratic,House: 1997-Present,Illinois,IL,07,IL07,1707,1997-2024,,,109,110,111,112,113,114,115,116,117,118
IsD-CA48,https://www.congress.gov/member/darrell-issa/I000056,"Issa, Darrell E.",Darrell E.,Issa,M,11/01/53,Republican,"House: 2001-2019, 2021-Present",California,CA,48,CA48,0648,2001-2019,2021-2024,,109,110,111,112,113,114,115,0,117,118
SoD-FL09,https://www.congress.gov/member/darren-soto/S001200,"Soto, Darren",Darren,Soto,M,02/25/78,Democratic,House: 2017-Present,Florida,FL,09,FL09,1209,2017-2024,,,0,0,0,0,0,0,115,116,117,118
JoD-OH14,https://www.congress.gov/member/david-joyce/J000295,"Joyce, David P.",David P.,Joyce,M,03/17/57,Republican,House: 2013-Present,Ohio,OH,14,OH14,3914,2013-2024,,,0,0,0,0,113,114,115,116,117,118
ScD-AZ01,https://www.congress.gov/member/david-schweikert/S001183,"Schweikert, David",David,Schweikert,M,03/03/62,Republican,House: 2011-Present,Arizona,AZ,01,AZ01,0401,2011-2024,,,0,0,0,112,113,114,115,116,117,118
PrD-NC04,https://www.congress.gov/member/david-price/P000523,"Price, David E.",David E.,Price,M,08/17/40,Democratic,"House: 1987-1995, 1997-2023",North Carolina,NC,04,NC04,3704,1997-2023,,,109,110,111,112,113,114,115,116,117,0
KuD-TN08,https://www.congress.gov/member/david-kustoff/K000392,"Kustoff, David",David,Kustoff,M,10/08/66,Republican,House: 2017-Present,Tennessee,TN,08,TN08,4708,2017-2024,,,0,0,0,0,0,0,115,116,117,118
RoD-NC07,https://www.congress.gov/member/david-rouzer/R000603,"Rouzer, David",David,Rouzer,M,02/16/72,Republican,House: 2015-Present,North Carolina,NC,07,NC07,3707,2015-2024,,,0,0,0,0,0,114,115,116,117,118
DaS-KS03,https://www.congress.gov/member/sharice-davids/D000629,"Davids, Sharice",Sharice,Davids,F,05/22/80,Democratic,House: 2019-Present,Kansas,KS,03,KS03,2003,2019-2024,,,0,0,0,0,0,0,0,116,117,118
ScD-GA13,https://www.congress.gov/member/david-scott/S001157,"Scott, David",David,Scott,M,06/27/45,Democratic,House: 2003-Present,Georgia,GA,13,GA13,1313,2003-2024,,,109,110,111,112,113,114,115,116,117,118
TrD-MD06,https://www.congress.gov/member/david-trone/T000483,"Trone, David J.",David J.,Trone,M,09/21/55,Democratic,House: 2019-Present,Maryland,MD,06,MD06,2406,2019-2024,,,0,0,0,0,0,0,0,116,117,118
VaD-CA22,https://www.congress.gov/member/david-valadao/V000129,"Valadao, David G.",David G.,Valadao,M,04/14/77,Republican,"House: 2013-2019, 2021-Present",California,CA,22,CA22,0622,2013-2019,2021-2024,,0,0,0,0,113,114,115,0,117,118
DeM-PA04,https://www.congress.gov/member/madeleine-dean/D000631,"Dean, Madeleine",Madeleine,Dean,F,06/06/59,Democratic,House: 2019-Present,Pennsylvania,PA,04,PA04,4204,2019-2024,,,0,0,0,0,0,0,0,116,117,118
PhD-MN03,https://www.congress.gov/member/dean-phillips/P000616,"Phillips, Dean",Dean,Phillips,M,01/20/69,Democratic,House: 2019-Present,Minnesota,MN,03,MN03,2703,2019-2024,,,0,0,0,0,0,0,0,116,117,118
DiD-MI06,https://www.congress.gov/member/debbie-dingell/D000624,"Dingell, Debbie",Debbie,Dingell,F,11/23/53,Democratic,House: 2015-Present,Michigan,MI,06,MI06,2606,2015-2024,,,0,0,0,0,0,114,115,116,117,118
HaD-NM01,https://www.congress.gov/member/debra-haaland/H001080,"Haaland, Debra A.",Debra A.,Haaland,F,12/02/60,Democratic,House: 2019-2021,New Mexico,NM,01,NM01,3501,2019-2021,,,0,0,0,0,0,0,0,116,0,0
DeS-WA01,https://www.congress.gov/member/suzan-delbene/D000617,"DelBene, Suzan K.",Suzan K.,DelBene,F,02/17/62,Democratic,House: 2012-Present,Washington,WA,01,WA01,5301,2012-2024,,,0,0,0,112,113,114,115,116,117,118
DeA-NY19,https://www.congress.gov/member/antonio-delgado/D000630,"Delgado, Antonio",Antonio,Delgado,M,01/28/77,Democratic,House: 2019-2022,New York,NY,19,NY19,3619,2019-2022,,,0,0,0,0,0,0,0,116,117,0
DeC-PA17,https://www.congress.gov/member/christopher-deluzio/D000530,"Deluzio, Christopher R.",Christopher R.,Deluzio,M,07/13/84,Democratic,House: 2023-Present,Pennsylvania,PA,17,PA17,4217,2023-2024,,,0,0,0,0,0,0,0,0,0,118
KiD-WA06,https://www.congress.gov/member/derek-kilmer/K000381,"Kilmer, Derek",Derek,Kilmer,M,01/01/74,Democratic,House: 2013-Present,Washington,WA,06,WA06,5306,2013-2024,,,0,0,0,0,113,114,115,116,117,118
DeM-CA10,https://www.congress.gov/member/mark-desaulnier/D000623,"DeSaulnier, Mark",Mark,DeSaulnier,M,03/31/52,Democratic,House: 2015-Present,California,CA,10,CA10,0610,2015-2024,,,0,0,0,0,0,114,115,116,117,118
D'A-NY04,https://www.congress.gov/member/anthony-d-esposito/D000632,"D'Esposito, Anthony",Anthony,D'Esposito,M,02/22/82,Republican,House: 2023-Present,New York,NY,04,NY04,3604,2023-2024,,,0,0,0,0,0,0,0,0,0,118
DeD-CO01,https://www.congress.gov/member/diana-degette/D000197,"DeGette, Diana",Diana,DeGette,F,07/29/57,Democratic,House: 1997-Present,Colorado,CO,01,CO01,0801,1997-2024,,,109,110,111,112,113,114,115,116,117,118
BlD-TN06,https://www.congress.gov/member/diane-black/B001273,"Black, Diane",Diane,Black,F,01/16/51,Republican,House: 2011-2019,Tennessee,TN,06,TN06,4706,2011-2019,,,0,0,0,112,113,114,115,0,0,0
TiD-NV01,https://www.congress.gov/member/dina-titus/T000468,"Titus, Dina",Dina,Titus,F,05/23/50,Democratic,"House: 2009-2011, 2013-Present",Nevada,NV,01,NV01,3201,2009-2011,2013-2024,,0,0,111,0,113,114,115,116,117,118
LaD-CO05,https://www.congress.gov/member/doug-lamborn/L000564,"Lamborn, Doug",Doug,Lamborn,M,05/24/54,Republican,House: 2007-Present,Colorado,CO,05,CO05,0805,2007-2024,,,0,110,111,112,113,114,115,116,117,118
LeD-AZ08,https://www.congress.gov/member/debbie-lesko/L000589,"Lesko, Debbie",Debbie,Lesko,F,11/14/58,Republican,House: 2018-Present,Arizona,AZ,08,AZ08,0408,2018-2024,,,0,0,0,0,0,0,115,116,117,118
MuD-FL26,https://www.congress.gov/member/debbie-mucarsel-powell/M001207,"Mucarsel-Powell, Debbie",Debbie,Mucarsel-Powell,F,01/18/71,Democratic,House: 2019-2021,Florida,FL,26,FL26,1226,2019-2021,,,0,0,0,0,0,0,0,116,0,0
DoR-IL10,https://www.congress.gov/member/robert-dold/D000613,"Dold, Robert J.",Robert J.,Dold,M,06/23/69,Republican,"House: 2011-2013, 2015-2017",Illinois,IL,10,IL10,1710,2011-2013,2015-2017,,0,0,0,112,0,114,0,0,0,0
PaJrD-NJ10,https://www.congress.gov/member/donald-payne/P000604,"Payne, Donald M., Jr.",Donald M.,Payne,M,12/17/58,Democratic,House: 2012-Present,New Jersey,NJ,10,NJ10,3410,2012-2024,,,0,0,0,112,113,114,115,116,117,118
DoB-FL19,https://www.congress.gov/member/byron-donalds/D000032,"Donalds, Byron",Byron,Donalds,M,10/28/74,Republican,House: 2021-Present,Florida,FL,19,FL19,1219,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BaD-NE02,https://www.congress.gov/member/don-bacon/B001298,"Bacon, Don",Don,Bacon,M,08/16/63,Republican,House: 2017-Present,Nebraska,NE,02,NE02,3102,2017-2024,,,0,0,0,0,0,0,115,116,117,118
BeD-VA08,https://www.congress.gov/member/donald-beyer/B001292,"Beyer, Donald S., Jr.",Donald S.,Beyer,M,06/20/50,Democratic,House: 2015-Present,Virginia,VA,08,VA08,5108,2015-2024,,,0,0,0,0,0,114,115,116,117,118
DaD-NC01,https://www.congress.gov/member/donald-davis/D000230,"Davis, Donald G.",Donald G.,Davis,M,08/29/71,Democratic,House: 2023-Present,North Carolina,NC,01,NC01,3701,2023-2024,,,0,0,0,0,0,0,0,0,0,118
YoD-AK00,https://www.congress.gov/member/don-young/Y000033,"Young, Don",Don,Young,M,06/09/33,Republican,House: 1973-2022,Alaska,AK,00,AK00,0200,1973-2022,,,109,110,111,112,113,114,115,116,117,0
CoD-GA09,https://www.congress.gov/member/doug-collins/C001093,"Collins, Doug",Doug,Collins,M,08/16/66,Republican,House: 2013-2021,Georgia,GA,09,GA09,1309,2013-2021,,,0,0,0,0,113,114,115,116,0,0
FeA-GA03,https://www.congress.gov/member/a-ferguson/F000465,"Ferguson, A. Drew, IV",A. Drew,Ferguson,M,11/15/66,Republican,House: 2017-Present,Georgia,GA,03,GA03,1303,2017-2024,,,0,0,0,0,0,0,115,116,117,118
DuJ-CA13,https://www.congress.gov/member/john-duarte/D000633,"Duarte, John S.",John S.,Duarte,M,09/09/66,Republican,House: 2023-Present,California,CA,13,CA13,0613,2023-2024,,,0,0,0,0,0,0,0,0,0,118
JoD-SD00,https://www.congress.gov/member/dusty-johnson/J000301,"Johnson, Dusty",Dusty,Johnson,M,09/30/76,Republican,House: 2019-Present,South Dakota,SD,00,SD00,4600,2019-2024,,,0,0,0,0,0,0,0,116,117,118
EvD-PA03,https://www.congress.gov/member/dwight-evans/E000296,"Evans, Dwight",Dwight,Evans,M,05/16/54,Democratic,House: 2016-Present,Pennsylvania,PA,03,PA03,4203,2016-2024,,,0,0,0,0,0,114,115,116,117,118
WaD-FL25,https://www.congress.gov/member/debbie-wasserman-schultz/W000797,"Wasserman Schultz, Debbie",Debbie,Wasserman Schultz,F,09/27/66,Democratic,House: 2005-Present,Florida,FL,25,FL25,1225,2005-2024,,,109,110,111,112,113,114,115,116,117,118
JoE-TX30,https://www.congress.gov/member/eddie-johnson/J000126,"Johnson, Eddie Bernice",Eddie Bernice,Johnson,F,12/03/35,Democratic,House: 1993-2023,Texas,TX,30,TX30,4830,1993-2023,,,109,110,111,112,113,114,115,116,117,0
CaE-HI01,https://www.congress.gov/member/ed-case/C001055,"Case, Ed",Ed,Case,M,09/27/52,Democratic,"House: 2002-2007, 2019-Present",Hawaii,HI,01,HI01,1501,2002-2007,2019-2024,,109,0,0,0,0,0,0,116,117,118
EdC-NC11,https://www.congress.gov/member/chuck-edwards/E000246,"Edwards, Chuck",Chuck,Edwards,M,09/13/60,Republican,House: 2023-Present,North Carolina,NC,11,NC11,3711,2023-2024,,,0,0,0,0,0,0,0,0,0,118
WhE-KY01,https://www.congress.gov/member/edward-whitfield/W000413,"Whitfield, Ed",Ed,Whitfield,M,05/25/43,Republican,House: 1995-2016,Kentucky,KY,01,KY01,2101,1995-2016,,,109,110,111,112,113,114,0,0,0,0
LuE-VA02,https://www.congress.gov/member/elaine-luria/L000591,"Luria, Elaine G.",Elaine G.,Luria,F,08/15/75,Democratic,House: 2019-2023,Virginia,VA,02,VA02,5102,2019-2023,,,0,0,0,0,0,0,0,116,117,0
CrE-AZ02,https://www.congress.gov/member/elijah-crane/C001132,"Crane, Elijah",Elijah,Crane,M,01/03/80,Republican,House: 2023-Present,Arizona,AZ,02,AZ02,0402,2023-2024,,,0,0,0,0,0,0,0,0,0,118
EnE-NY16,https://www.congress.gov/member/eliot-engel/E000179,"Engel, Eliot L.",Eliot L.,Engel,M,02/18/47,Democratic,House: 1989-2021,New York,NY,16,NY16,3616,1989-2021,,,109,110,111,112,113,114,115,116,0,0
ElJ-TX06,https://www.congress.gov/member/jake-ellzey/E000071,"Ellzey, Jake",Jake,Ellzey,M,01/24/70,Republican,House: 2021-Present,Texas,TX,06,TX06,4806,2021-2024,,,0,0,0,0,0,0,0,0,117,118
BuE-MO07,https://www.congress.gov/member/eric-burlison/B001316,"Burlison, Eric",Eric,Burlison,M,10/02/76,Republican,House: 2023-Present,Missouri,MO,07,MO07,2907,2023-2024,,,0,0,0,0,0,0,0,0,0,118
SoE-IL17,https://www.congress.gov/member/eric-sorensen/S001225,"Sorensen, Eric",Eric,Sorensen,M,03/18/76,Democratic,House: 2023-Present,Illinois,IL,17,IL17,1717,2023-2024,,,0,0,0,0,0,0,0,0,0,118
EsV-TX16,https://www.congress.gov/member/veronica-escobar/E000299,"Escobar, Veronica",Veronica,Escobar,F,09/15/69,Democratic,House: 2019-Present,Texas,TX,16,TX16,4816,2019-2024,,,0,0,0,0,0,0,0,116,117,118
EsA-NY13,https://www.congress.gov/member/adriano-espaillat/E000297,"Espaillat, Adriano",Adriano,Espaillat,M,09/27/54,Democratic,House: 2017-Present,New York,NY,13,NY13,3613,2017-2024,,,0,0,0,0,0,0,115,116,117,118
EzM-MS04,https://www.congress.gov/member/mike-ezell/E000235,"Ezell, Mike",Mike,Ezell,M,04/06/59,Republican,House: 2023-Present,Mississippi,MS,04,MS04,2804,2023-2024,,,0,0,0,0,0,0,0,0,0,118
FeR-IA04,https://www.congress.gov/member/randy-feenstra/F000446,"Feenstra, Randy",Randy,Feenstra,M,01/14/69,Republican,House: 2021-Present,Iowa,IA,04,IA04,1904,2021-2024,,,0,0,0,0,0,0,0,0,117,118
VeF-TX34,https://www.congress.gov/member/filemon-vela/V000132,"Vela, Filemon",Filemon,Vela,M,02/13/63,Democratic,House: 2013-2022,Texas,TX,34,TX34,4834,2013-2022,,,0,0,0,0,113,114,115,116,117,0
FiS-TN08,https://www.congress.gov/member/stephen-fincher/F000458,"Fincher, Stephen Lee",Stephen Lee,Fincher,M,02/07/73,Republican,House: 2011-2017,Tennessee,TN,08,TN08,4708,2011-2017,,,0,0,0,112,113,114,0,0,0,0
FiB-MN01,https://www.congress.gov/member/brad-finstad/F000475,"Finstad, Brad",Brad,Finstad,M,05/30/76,Republican,House: 2022-Present,Minnesota,MN,01,MN01,2701,2022-2024,,,0,0,0,0,0,0,0,0,117,118
FiM-MN07,https://www.congress.gov/member/michelle-fischbach/F000470,"Fischbach, Michelle",Michelle,Fischbach,F,11/03/65,Republican,House: 2021-Present,Minnesota,MN,07,MN07,2707,2021-2024,,,0,0,0,0,0,0,0,0,117,118
